Arabic,Tafseer
يَسْأَلُونَكَ عَنِ ٱلشَّهْرِ ٱلْحَرَامِ قِتَالٍ فِيهِ قُلْ قِتَالٌ فِيهِ كَبِيرٌ وَصَدٌّ عَن سَبِيلِ ٱللَّهِ وَكُفْرٌ بِهِ وَٱلْمَسْجِدِ ٱلْحَرَامِ وَإِخْرَاجُ أَهْلِهِ مِنْهُ أَكْبَرُ عِندَ ٱللَّهِ وَٱلْفِتْنَةُ أَكْبَرُ مِنَ ٱلْقَتْلِ وَلاَ يَزَالُونَ يُقَاتِلُونَكُمْ حَتَّىٰ يَرُدُّوكُمْ عَن دِينِكُمْ إِن اسْتَطَاعُواْ وَمَن يَرْتَدِدْ مِنْكُمْ عَن دِينِهِ فَيَمُتْ وَهُوَ كَافِرٌ فَأُوْلـٰئِكَ حَبِطَتْ أَعْمَالُهُمْ فِي ٱلدُّنْيَا وَٱلآخِرَةِ وَأُوْلـٰئِكَ أَصْحَابُ ٱلنَّارِ هُمْ فِيهَا خَالِدُونَ,Thus the Prophet s sent forth the first of his raiding parties under the command of ‘Abd Allāh b. Jahsh. They fought against the idolaters and killed ‘Amr b. ‘Abd Allāh Ibn al-Hadramī in the sacred month of Rajab thinking that it was the last day of Jumādā II. The disbelievers reviled them for making fighting lawful in a sacred month and so God revealed the following They ask you about the sacred the forbidden month and fighting in it qitālin fīhi ‘fighting in it’ is an inclusive substitution for al-shahri l-harāmi ‘the sacred month’. Say to them ‘Fighting qitālun is the subject in it is a grave thing kabīr ‘grave’ is the predicate that is heinous in terms of sin; but to bar saddun is the subject people from God’s way His religion and disbelief in Him in God and to bar from the Sacred Mosque that is Mecca and to expel its people the Prophet s and the believers from it — that is graver the predicate of the last subject that is more heinous in terms of sin than fighting in it in God’s sight; and sedition your idolatry is graver than your slaying’ in it. They the disbelievers will not cease to fight against you O believers until so that they turn you from your religion to unbelief if they are able; and whoever of you turns from his religion and dies disbelieving — their good works have failed that is they are invalid in this world and the Hereafter. Thus they will not count for anything and will not result in any reward. The specification of death as a condition is because if that person were to return to Islam again his original deeds would not be invalidated and he will be rewarded for them and he would not have to repeat them deeds such as performing the Pilgrimage al-Shāfi‘ī is of this opinion. Those are the inhabitants of the Fire abiding therein.
إِنَّ ٱلَّذِينَ ءَامَنُواْ وَٱلَّذِينَ هَاجَرُواْ وَجَٰهَدُواْ فِي سَبِيلِ ٱللَّهِ أُوْلـٰئِكَ يَرْجُونَ رَحْمَتَ ٱللَّهِ وَٱللَّهُ غَفُورٌ رَّحِيمٌ,When those of the raiding party of ‘Abd Allāh b. Jahsh thought that although they had been released from the sin of having slain in the sacred month they would not receive any reward the following was revealed Verily the believers and those who emigrate and depart from their homeland and struggle in God’s way in order to elevate His religion — those have hope of God’s compassion His reward; and God is Forgiving of believers Merciful to them.
يَسْأَلُونَكَ عَنِ ٱلْخَمْرِ وَٱلْمَيْسِرِ قُلْ فِيهِمَآ إِثْمٌ كَبِيرٌ وَمَنَٰفِعُ لِلنَّاسِ وَإِثْمُهُمَآ أَكْبَرُ مِن نَّفْعِهِمَا وَيَسْأَلُونَكَ مَاذَا يُنفِقُونَ قُلِ ٱلْعَفْوَ كَذٰلِكَ يُبيِّنُ ٱللَّهُ لَكُمُ ٱلأيَٰتِ لَعَلَّكُمْ تَتَفَكَّرُونَ,They ask you about wine and divinatory arrows gambling and what the ruling is regarding them. Say to them ‘In both that is in the partaking of both is great sin a variant reading for kabīr ‘great’ has kathīr ‘much’ because of the fighting cursing and swearing that ensue from it; and profit for men by way of delight and enjoyment in wine and acquiring money effortlessly from gambling; but the sin in them that is the degenerate behaviour in which they result is greater graver than the usefulness’. When this verse was revealed some gave up drinking while others persisted until the verse of sūrat al-Mā’ida Q. 590-91 finally made it illicit. And they will ask you what that is to say how much they should expend. Say expend ‘Comfortably’ al-‘afwa in the accusative is also read in the nominative al-‘afwu implying a preceding huwa that is the surplus of your need and do not expend what you need ruining yourselves. So just as He explained to you what has been mentioned God makes clear His signs to you that you might reflect
فِي ٱلدُّنْيَا وَٱلآخِرَةِ وَيَسْأَلُونَكَ عَنِ ٱلْيَتَامَىٰ قُلْ إِصْلاَحٌ لَّهُمْ خَيْرٌ وَإِنْ تُخَالِطُوهُمْ فَإِخْوَانُكُمْ وَٱللَّهُ يَعْلَمُ ٱلْمُفْسِدَ مِنَ ٱلْمُصْلِحِ وَلَوْ شَآءَ ٱللَّهُ لأَعْنَتَكُمْ إِنَّ ٱللَّهَ عَزِيزٌ حَكِيمٌ,on the matters of this world and the Hereafter and follow what is best for you in both. They will ask you about orphans and the distress their affair caused them for if they became intimate with them they may slip into error but if they put aside the money due to them and prepare their meals for them separately this would distress them. Say ‘To set their affairs aright in terms of their funds by looking after it and your mingling with them is better’ than you not doing this; and if you intermix with them your funds and theirs they are your brothers in religion and it is only natural for one to intermix his affair with his brother so you do too; God knows well him who works corruption in their property when he intermixes with them from him who sets it aright and God will requite both; and had He willed He would have harassed you and made it difficult for you by prohibiting you from intermixing with them. Surely God is Mighty victorious in His affair Wise in His actions.
وَلاَ تَنْكِحُواْ ٱلْمُشْرِكَاتِ حَتَّىٰ يُؤْمِنَّ وَلأَمَةٌ مُّؤْمِنَةٌ خَيْرٌ مِّن مُّشْرِكَةٍ وَلَوْ أَعْجَبَتْكُمْ وَلاَ تُنْكِحُواْ ٱلْمُشِرِكِينَ حَتَّىٰ يُؤْمِنُواْ وَلَعَبْدٌ مُّؤْمِنٌ خَيْرٌ مِّن مُّشْرِكٍ وَلَوْ أَعْجَبَكُمْ أُوْلَـٰئِكَ يَدْعُونَ إِلَى ٱلنَّارِ وَٱللَّهُ يَدْعُوۤاْ إِلَى ٱلْجَنَّةِ وَٱلْمَغْفِرَةِ بِإِذْنِهِ وَيُبَيِّنُ آيَاتِهِ لِلنَّاسِ لَعَلَّهُمْ يَتَذَكَّرُونَ,O Muslims Do not marry idolatresses disbelievers until they believe; a believing slavegirl is better than an idolatress who may be a free woman; this was revealed as a rebuttal of the idea that it was shameful to marry a slavegirl and that it was better to marry an idolatress free woman; though you may admire her because of her beauty and wealth this provision excludes the womenfolk of the People of the Scripture as indicated by the verse Q. 55 lawful to you are the chaste women among those who were given the Scripture. And do not marry off believing women to idolaters until they believe. A believing slave is better than an idolater though you may admire him for his wealth and good looks. Those the people of idolatry call to the Fire because they invite one to perform deeds that merit this and for this reason one should not marry with them; and God calls through the voice of His prophets to Paradise and pardon that is to the deeds that merit these two by His leave by His will so that His call may be heeded by marrying with His friends; and He makes clear His signs to the people so that they might remember that they might be admonished.
وَيَسْأَلُونَكَ عَنِ ٱلْمَحِيضِ قُلْ هُوَ أَذًى فَٱعْتَزِلُواْ ٱلنِّسَآءَ فِي ٱلْمَحِيضِ وَلاَ تَقْرَبُوهُنَّ حَتَّىٰ يَطْهُرْنَ فَإِذَا تَطَهَّرْنَ فَأْتُوهُنَّ مِنْ حَيْثُ أَمَرَكُمُ ٱللَّهُ إِنَّ ٱللَّهَ يُحِبُّ ٱلتَّوَّابِينَ وَيُحِبُّ ٱلْمُتَطَهِّرِينَ,They will ask you about the monthly period that is menstruation and the spot in which it occurs and how should one treat women during it. Say ‘It is an ailment filth or the place whence it issues is so; so part with women refrain from sexual intercourse with them in the monthly period in this time or in the part affected; and do not approach them for sexual intercourse until they are pure yathurna or yattahharna the original tā’ of yatatahharna has been assimilated with the tā’ that is until they have cleansed themselves after its cessation; when they have cleansed themselves then come to them in sexual intercourse as God has commanded you’ by avoiding it the female organ during menstruation and not resorting to any other part. Truly God loves that is He rewards and honours those who repent of sins and He loves those who cleanse themselves from impurities.
نِسَآؤُكُمْ حَرْثٌ لَّكُمْ فَأْتُواْ حَرْثَكُمْ أَنَّىٰ شِئْتُمْ وَقَدِّمُواْ لأَنْفُسِكُمْ وَٱتَّقُواْ ٱللَّهَ وَٱعْلَمُوۤاْ أَنَّكُمْ مُّلاَقُوهُ وَبَشِّرِ ٱلْمُؤْمِنِينَ,Your women are a tillage for you that is the place where you sow the seeds of your children; so come to your tillage that is the specified place the front part as in whichever way you wish whether standing up sitting down lying down from the front or the back this was revealed in response to the Jews saying that if a person had vaginal intercourse with his wife from behind the child would be born cross-eyed; and offer for your souls righteous deeds such as saying ‘In the Name of God’ bismillāh when you commence intercourse; and fear God in what He commands and prohibits; and know that you shall meet Him at the Resurrection where He will requite you according to your deeds; and give good tidings of Paradise to the believers who feared Him.
وَلاَ تَجْعَلُواْ ٱللَّهَ عُرْضَةً لأَيْمَانِكُمْ أَن تَبَرُّواْ وَتَتَّقُواْ وَتُصْلِحُواْ بَيْنَ ٱلنَّاسِ وَٱللَّهُ سَمِيعٌ عَلِيمٌ,Do not make God by swearing in His Name a hindrance a cause of impediment in your oaths that is setting up such impediments by swearing in His Name frequently so as not to be pious and God-fearing; in such instances oaths are hateful and result in perjury which requires a redemption effected by doing the opposite of the oath such as performing righteous deeds and so forth which constitute an act of obedience; and to put things right between people this means do not be prevented from doing righteous deeds as mentioned just because you swore against them; nay do them and make redemption; this understanding of the verse is justified by the reason for its revelation namely their refraining from such deeds; surely God is All-Hearing of what you say Knower of your circumstances.
لاَّ يُؤَاخِذُكُمُ ٱللَّهُ بِٱلَّلغْوِ فِيۤ أَيْمَانِكُمْ وَلَـٰكِن يُؤَاخِذُكُم بِمَا كَسَبَتْ قُلُوبُكُمْ وَٱللَّهُ غَفُورٌ حَلِيمٌ,God will not take you to task for a slip that results in your oaths which is what the tongue utters spontaneously and unintentionally such as ‘By God’ ‘Indeed by God’ in such instances there is no sin and no redemption required; but He will take you to task for what your hearts have earned what their intention is when you commit perjury in your oaths; and God is Forgiving of slips in your oaths Forbearing since He delays the punishment of the one deserving it.
لِّلَّذِينَ يُؤْلُونَ مِن نِّسَآئِهِمْ تَرَبُّصُ أَرْبَعَةِ أَشْهُرٍ فَإِنْ فَآءُو فَإِنَّ ٱللَّهَ غَفُورٌ رَّحِيمٌ,For those who forswear their women by swearing that they will not have sexual intercourse with them a wait of four months; if they revert back from the oath or repeal it and resume sexual relations God is Forgiving of the harm they caused their women by swearing Merciful to them.
وَإِنْ عَزَمُواْ ٱلطَّلاَقَ فَإِنَّ ٱللَّهَ سَمِيعٌ عَلِيمٌ,But if they resolve upon divorce by not repealing it then let them go through with it; surely God is Hearing of what they say; Knowing of their resolve meaning that after the waiting period mentioned they can only revert or divorce.
وَٱلْمُطَلَّقَاتُ يَتَرَبَّصْنَ بِأَنْفُسِهِنَّ ثَلاَثَةَ قُرُوۤءٍ وَلاَ يَحِلُّ لَهُنَّ أَن يَكْتُمْنَ مَا خَلَقَ ٱللَّهُ فِيۤ أَرْحَامِهِنَّ إِن كُنَّ يُؤْمِنَّ بِٱللَّهِ وَٱلْيَوْمِ ٱلآخِرِ وَبُعُولَتُهُنَّ أَحَقُّ بِرَدِّهِنَّ فِي ذَلِكَ إِنْ أَرَادُوۤاْ إِصْلاَحاً وَلَهُنَّ مِثْلُ ٱلَّذِي عَلَيْهِنَّ بِٱلْمَعْرُوفِ وَلِلرِّجَالِ عَلَيْهِنَّ دَرَجَةٌ وَٱللَّهُ عَزِيزٌ حَكِيمٌ,Divorced women shall wait by themselves before remarrying for three periods qurū’in is the plural of qar’ of purity or menstruation — these are two different opinions — which begin from the moment of divorce. This stipulation applies to those who have been sexually penetrated but not to those otherwise on account of His saying there shall be no waiting period for you to reckon against them Q. 3349. The waiting period for immature or menopausal women is three months; pregnant women on the other hand must wait until they give birth as stated in the sūrat al-Talāq Q. 654 while slavegirls must wait two months according to the Sunna. And it is not lawful for them to hide what God has created in their wombs of child or menstruation if they believe in God and the Last Day. Their mates their spouses have a better right to restore them to bring them back even if they refuse in such time that is during the waiting period if they desire to set things right between them and put pressure on the woman to return; the statement is not a condition for the possibility of return but an incitement to set things right in the case of repealed divorce; the term ahaqq ‘better right to’ does not denote any priority since in any case no other person has the right to marry them during their waiting period; women shall have rights due from their spouses similar to those rights due from them with justice as stipulated by the Law in the way of kind conjugality and not being harmed; but their men have a degree above them in rights as in their duty to obey their husbands because of their the husbands’ payment of a dowry and their husbands being the bread-winners; God is Mighty in His Kingdom Wise in what He has ordained for His creatures.
ٱلطَّلَٰقُ مَرَّتَانِ فَإِمْسَاكٌ بِمَعْرُوفٍ أَوْ تَسْرِيحٌ بِإِحْسَٰنٍ وَلاَ يَحِلُّ لَكُمْ أَن تَأْخُذُواْ مِمَّآ آتَيْتُمُوهُنَّ شَيْئاً إِلاَّ أَن يَخَافَآ أَلاَّ يُقِيمَا حُدُودَ ٱللَّهِ فَإِنْ خِفْتُمْ أَلاَّ يُقِيمَا حُدُودَ ٱللَّهِ فَلاَ جُنَاحَ عَلَيْهِمَا فِيمَا ٱفْتَدَتْ بِهِ تِلْكَ حُدُودُ ٱللَّهِ فَلاَ تَعْتَدُوهَا وَمَن يَتَعَدَّ حُدُودَ ٱللَّهِ فَأُوْلَـٰئِكَ هُمُ ٱلظَّٰلِمُونَ,Divorce that is repudiation of the type that may be revoked is twice; then honourable retention that is to say you are then obliged to revert to them to retain them without harming them; or setting them free kindly. It is not lawful for you O male spouses to take of what you have given them of dowry if you divorce them unless the married couple fear that they may not maintain God’s bounds that is to say that they will not honour the rights God has established for them a variant reading for yakhāfā ‘they dual form fear’ has yukhāfā with the direct object taking the accusative ending; allā yuqīmā is an inclusive substitution for the person governing the verb; both verbs are also read in the second person sc. takhāfā ‘you fear’ tuqīmā ‘you maintain’. If you fear they may not maintain God’s bounds neither of them would be at fault if she were to ransom herself of some money so that he should divorce her. In other words in this instance there is no culpability either for the man should he take of the dowry or for the woman should she offer of it. Those prescriptions mentioned are God’s bounds; do not transgress them. Whoever transgresses God’s bounds — those are the evildoers.
فَإِنْ طَلَّقَهَا فَلاَ تَحِلُّ لَهُ مِن بَعْدُ حَتَّىٰ تَنْكِحَ زَوْجاً غَيْرَهُ فَإِن طَلَّقَهَا فَلاَ جُنَاحَ عَلَيْهِمَآ أَن يَتَرَاجَعَآ إِن ظَنَّآ أَن يُقِيمَا حُدُودَ ٱللَّهِ وَتِلْكَ حُدُودُ ٱللَّهِ يُبَيِّنُهَا لِقَوْمٍ يَعْلَمُونَ,If he the husband divorces her after the two utterances of divorce; she shall not be lawful to him after that after the third utterance of divorce until she marries another husband who has sexual intercourse with her as reported by the two Shaykhs Bukhārī and Muslim. If he the second husband divorces her then neither of them would be at fault that is the woman and her first husband to return to each other in wedlock after the completion of the waiting period if they think that they will maintain God’s bounds. Those matters mentioned are God’s bounds which He makes clear to a people who have knowledge a people who reflect.
وَإِذَا طَلَّقْتُمُ ٱلنِّسَآءَ فَبَلَغْنَ أَجَلَهُنَّ فَأَمْسِكُوهُنَّ بِمَعْرُوفٍ أَوْ سَرِّحُوهُنَّ بِمَعْرُوفٍ وَلاَ تُمْسِكُوهُنَّ ضِرَاراً لِّتَعْتَدُواْ وَمَن يَفْعَلْ ذَلِكَ فَقَدْ ظَلَمَ نَفْسَهُ وَلاَ تَتَّخِذُوۤاْ آيَاتِ ٱللَّهِ هُزُواً وَٱذْكُرُواْ نِعْمَتَ ٱللَّهِ عَلَيْكُمْ وَمَآ أَنزَلَ عَلَيْكُمْ مِّنَ ٱلْكِتَابِ وَٱلْحِكْمَةِ يَعِظُكُمْ بِهِ وَٱتَّقُواْ ٱللَّهَ وَٱعْلَمُوۤاْ أَنَّ ٱللَّهَ بِكُلِّ شَيْءٍ عَلِيمٌ,When you divorce women and they have very nearly reached the end of their term then retain them by returning to them honourably not harming them or set them free honourably or leave them until their term is completed; do not retain them when reverting in harm dirāran is an object denoting reason to transgress that is so as to force them to redemption or to repudiate them or confine them indoors for a long time; whoever does that has wronged his soul by exposing it to God’s chastisement; take not God’s verses in mockery in jest by contravening them and remember God’s grace upon you that is Islam and the Book the Qur’ān and the wisdom the rulings contained therein He has revealed to you to exhort you therewith so that you should give thanks by acting in accordance with it; and fear God and know that God has knowledge of all things and nothing can be hidden from Him.
وَإِذَا طَلَّقْتُمُ ٱلنِّسَآءَ فَبَلَغْنَ أَجَلَهُنَّ فَلاَ تَعْضُلُوهُنَّ أَن يَنكِحْنَ أَزْوَاجَهُنَّ إِذَا تَرَاضَوْاْ بَيْنَهُمْ بِٱلْمَعْرُوفِ ذٰلِكَ يُوعَظُ بِهِ مَن كَانَ مِنكُمْ يُؤْمِنُ بِٱللَّهِ وَٱلْيَوْمِ ٱلآخِرِ ذٰلِكُمْ أَزْكَىٰ لَكُمْ وَأَطْهَرُ وَٱللَّهُ يَعْلَمُ وَأَنْتُمْ لاَ تَعْلَمُونَ,When you divorce women and they have reached completed their term of waiting do not debar them — addressing the guardians here — from marrying their divorced husbands when they the male spouses and their women have agreed together honourably in accordance with the Law. The occasion for the revelation of this verse was Ma‘qil b. Yasār’s sister was divorced by her husband who then wanted to restore her but Ma‘qil refused as reported by al-Hākim. That the prohibition against debarring is an admonition for whoever of you believe in God and the Last Day because it is for the benefit of such a person; that refraining from debarring is purer for you better and cleaner for you and for them bearing in mind the suspicion that can be aroused by the couple on account of prior intimacy. God knows what is in your interest and you know not any of this so follow His commands.
وَٱلْوَالِدَاتُ يُرْضِعْنَ أَوْلاَدَهُنَّ حَوْلَيْنِ كَامِلَيْنِ لِمَنْ أَرَادَ أَن يُتِمَّ ٱلرَّضَاعَةَ وَعلَى ٱلْمَوْلُودِ لَهُ رِزْقُهُنَّ وَكِسْوَتُهُنَّ بِٱلْمَعْرُوفِ لاَ تُكَلَّفُ نَفْسٌ إِلاَّ وُسْعَهَا لاَ تُضَآرَّ وَالِدَةٌ بِوَلَدِهَا وَلاَ مَوْلُودٌ لَّهُ بِوَلَدِهِ وَعَلَى ٱلْوَارِثِ مِثْلُ ذٰلِكَ فَإِنْ أَرَادَا فِصَالاً عَن تَرَاضٍ مِّنْهُمَا وَتَشَاوُرٍ فَلاَ جُنَاحَ عَلَيْهِمَا وَإِنْ أَرَدتُّمْ أَن تَسْتَرْضِعُوۤاْ أَوْلاَدَكُمْ فَلاَ جُنَاحَ عَلَيْكُمْ إِذَا سَلَّمْتُم مَّآ آتَيْتُم بِٱلْمَعْرُوفِ وَٱتَّقُواْ ٱللَّهَ وَٱعْلَمُوۤاْ أَنَّ ٱللَّهَ بِمَا تَعْمَلُونَ بَصِيرٌ,Mothers shall suckle their children for two full years kāmilayn ‘two full ones’ is an adjective for emphasis; this is for such as desire to fulfil the suckling and this is the maximum length of time. It is for the father to provide food for them the mothers and clothe them during the suckling if they be divorced honourably to the best of his ability. No soul is charged save to its capacity its ability; a mother shall not be harmed by her child that is on account of the child by being forced to suckle it if she does not want to; neither should a father be harmed by his child that is on account of it by being charged with more than he is able to bear. The mention of both parents here in relation to the child is intended to show sympathy for both. The heir the one inheriting from his father that is the young man who is the trustee of his father’s property has a similar duty to that of the father in terms of providing sustenance and clothing for the other parent. But if the two parents desire by mutual consent agreement and consultation so that the child’s best interests are clear to wean that is to effect ablactation before the completion of the two-year period then they would not be at fault in this matter. And if you addressing the parents desire to seek nursing from other than the mothers for your children you would not be at fault in this respect provided you hand over to them what you have given what you intend to give them in the way of wages honourably in kindness and good nature; and fear God and know that God sees what you do and that nothing of it can be hidden from Him.
وَٱلَّذِينَ يُتَوَفَّوْنَ مِنكُمْ وَيَذَرُونَ أَزْوَاجاً يَتَرَبَّصْنَ بِأَنْفُسِهِنَّ أَرْبَعَةَ أَشْهُرٍ وَعَشْراً فَإِذَا بَلَغْنَ أَجَلَهُنَّ فَلاَ جُنَاحَ عَلَيْكُمْ فِيمَا فَعَلْنَ فِيۤ أَنْفُسِهِنَّ بِٱلْمَعْرُوفِ وَٱللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ,And those of you who pass away die leaving behind wives they shall wait by themselves after their death refraining from marriage for four months and ten nights this applies to women who are not pregnant. The waiting period in the case of pregnant women is for them to give birth — as stated by a verse in sūrat al-Talāq Q. 654. The slavegirl must wait for half this period of four months according to the Sunna; when they have reached completed their term of waiting then you would not be at fault O guardians regarding what they may do with themselves in the way of adorning themselves and offering themselves before suitors honourably in accordance with the Law; God is aware of what you do both secretly and openly.
وَلاَ جُنَاحَ عَلَيْكُمْ فِيمَا عَرَّضْتُمْ بِهِ مِنْ خِطْبَةِ ٱلنِّسَآءِ أَوْ أَكْنَنتُمْ فِيۤ أَنْفُسِكُمْ عَلِمَ ٱللَّهُ أَنَّكُمْ سَتَذْكُرُونَهُنَّ وَلَـٰكِن لاَّ تُوَاعِدُوهُنَّ سِرّاً إِلاَّ أَن تَقُولُواْ قَوْلاً مَّعْرُوفاً وَلاَ تَعْزِمُوۤاْ عُقْدَةَ ٱلنِّكَاحِ حَتَّىٰ يَبْلُغَ ٱلْكِتَابُ أَجَلَهُ وَٱعْلَمُوۤاْ أَنَّ ٱللَّهَ يَعْلَمُ مَا فِيۤ أَنْفُسِكُمْ فَٱحْذَرُوهُ وَٱعْلَمُوۤاْ أَنَّ ٱللَّهَ غَفُورٌ حَلِيمٌ,You would not be at fault regarding the proposal with the intention of marriage you present offer or hide in your hearts during the waiting period to women whose spouses have died such as men saying ‘How beautiful you are!’ or ‘Who could find one like you?’ or ‘How many a man must desire you!’. God knows that you will be mindful of them in proposing to them impatiently and so He has permitted you to make such offers; but do not make arrangements of marriage with them secretly unless you speak honourable words such as are acknowledged by the Law in other words such as proposals that which is permitted to you. And do not resolve on the knot the consummation of marriage until that which is written the period prescribed has reached its term and has been completed; and know that God knows what is in your souls of resolve or otherwise; so be fearful of Him that He should chastise you if you have made such resolve; and know that God is Forgiving toward him who is fearful of Him Forbearing in delaying the chastisement of the one deserving it.
لاَّ جُنَاحَ عَلَيْكُمْ إِن طَلَّقْتُمُ ٱلنِّسَآءَ مَا لَمْ تَمَسُّوهُنَّ أَوْ تَفْرِضُواْ لَهُنَّ فَرِيضَةً وَمَتِّعُوهُنَّ عَلَى ٱلْمُوسِعِ قَدَرُهُ وَعَلَى ٱلْمُقْتِرِ قَدَرُهُ مَتَاعاً بِٱلْمَعْرُوفِ حَقّاً عَلَى ٱلْمُحْسِنِينَ,You would not be at fault if you divorce women while you have not touched them tamassūhunna also read tumāssūhunna that is while you have not had sexual intercourse with them nor appointed any obligation dowry for them the particle mā ‘while’ relates to the verbal action and is also adverbial that is to say there are no sinful consequences for divorcing them if you have not copulated with them or assigned them a dowry so divorce them; yet make provision of comforts for them honourably that is in accordance with the Law bi’l-ma‘rūf ‘honourably’ is an adjectival qualification of matā‘an ‘comforts’ giving them what they can enjoy the one of ample means the affluent among you according to his means and the needy man of restricted income according to his means — an obligation haqqan ‘obligation’ is either a second qualifier of matā‘an ‘comforts’ or an emphatic verbal noun on the virtuous the obedient ones.
وَإِن طَلَّقْتُمُوهُنَّ مِن قَبْلِ أَن تَمَسُّوهُنَّ وَقَدْ فَرَضْتُمْ لَهُنَّ فَرِيضَةً فَنِصْفُ مَا فَرَضْتُمْ إِلاَّ أَن يَعْفُونَ أَوْ يَعْفُوَاْ ٱلَّذِي بِيَدِهِ عُقْدَةُ ٱلنِّكَاحِ وَأَن تَعْفُوۤاْ أَقْرَبُ لِلتَّقْوَىٰ وَلاَ تَنسَوُاْ ٱلْفَضْلَ بَيْنَكُمْ إِنَّ ٱللَّهَ بِمَا تَعْمَلُونَ بَصِيرٌ,And if you divorce them before you have touched them and you have already appointed for them an obligation then one-half of what you have appointed must be given to them and the other half returns to you; unless it be that they the women make remission and forgo it or he makes remission by leaving her the entire amount the one in whose hand is the knot of marriage the husband to be or as Ibn ‘Abbās is reported to have said ‘The legal guardian where the female is a minor’; in which case nobody would be at fault; yet that you should remit wa-an ta‘fū is the subject is nearer to piety aqrabu li’l-taqwā is its predicate. Forget not kindness between you that is to be bountiful towards one another; surely God sees what you do and will requite you accordingly.
حَافِظُواْ عَلَى ٱلصَّلَوَٰتِ وٱلصَّلَٰوةِ ٱلْوُسْطَىٰ وَقُومُواْ للَّهِ قَٰنِتِينَ,Maintain the five prayers by performing them at their appointed times and the middle prayer either that of the afternoon or the morning or the midday or another prayer there are many opinions on this matter; God has singled it out for mention because of its merit; and stand in prayer submissive to God li Lllāhi qānitīn some have said that this means ‘obedience’ on account of the Prophet s saying ‘Wherever the expression qunūt ‘submission’ appears in the Qur’ān it denotes obedience’ as reported by Ahmad b. Hanbal and others; it is also said to mean ‘in silence’ sākitīn on the basis of a hadīth of Zayd b. Arqam in which he said ‘We used to speak to each other sometimes during prayer but when this was revealed we were commanded to be silent and were forbidden to talk’ as reported by the two Shaykhs Bukhārī and Muslim.
فَإنْ خِفْتُمْ فَرِجَالاً أَوْ رُكْبَاناً فَإِذَآ أَمِنتُمْ فَٱذْكُرُواْ ٱللَّهَ كَمَا عَلَّمَكُم مَّا لَمْ تَكُونُواْ تَعْلَمُونَ,And if you are in fear of an enemy or a torrent or a predatory animal then standing rijāl plural of rājil praying while walking or mounted rukbān plural of rākib. In other words in whichever way you can facing the direction of the qibla or otherwise making the gestures of genuflexion and prostration; but when you are secure from any fear then remember God by performing prayer as He taught you what you knew not before He taught you its obligations and its proper ways the particle kāf of ka-mā ‘as’ has the same meaning as mithl ‘like’ while the mā is related to the verbal action or is relative.
وَٱلَّذِينَ يُتَوَفَّوْنَ مِنكُمْ وَيَذَرُونَ أَزْوَاجاً وَصِيَّةً لأَزْوَاجِهِمْ مَّتَاعاً إِلَى ٱلْحَوْلِ غَيْرَ إِخْرَاجٍ فَإِنْ خَرَجْنَ فَلاَ جُنَاحَ عَلَيْكُمْ فِي مَا فَعَلْنَ فِيۤ أَنْفُسِهِنَّ مِن مَّعْرُوفٍ وَٱللَّهُ عَزِيزٌ حَكِيمٌ,And those of you who die leaving wives let them make testament wasiyyatan or wasiyyatun for their wives as an obligation and give them provision what they can enjoy of property and clothes for until the completion of a year matā‘an ilā l-hawl ‘provision for a year’ is a circumstantial qualifier that is without expelling them from their habitations; but if they go forth of their own accord you would not be at fault you the guardians of the dead one regarding what they may do with themselves honourably in accordance with the Law such as adorning themselves or abandoning the mourning or that you should cut off their expenditure; God is Mighty in His Kingdom Wise in His actions. The testament mentioned here was abrogated by the ‘inheritance’ verse Q. 412 and the waiting of one year without expulsion was abrogated by the previous verse four months and ten Q. 2234 which was revealed later. In the opinion of al-Shāfi‘ī may God have mercy on him the habitation remains hers.
وَلِلْمُطَلَّقَاتِ مَتَاعٌ بِٱلْمَعْرُوفِ حَقّاً عَلَى ٱلْمُتَّقِينَ,There shall be provision for divorced women which they are given honourably as is feasible — an obligation haqqan ‘obligation’ is in the accusative because it is governed by an implied verb on those who fear God may He be exalted. He has repeated the phrase in order to include the woman that has been touched sexually since the previous verse addresses a different issue.
كَذَلِكَ يُبَيِّنُ ٱللَّهُ لَكُمْ آيَاتِهِ لَعَلَّكُمْ تَعْقِلُونَ,So in the same way that He has explained to you what has been mentioned God makes clear His signs for you so that you might understand reflect.
