surah_no,ayat,translator,text
9,49,asad,"Had these [hypocrites] set out with you, [O believers,] they would have added nothing to you save the evil of corruption, and would surely have scurried to and fro in your midst, seeking to stir up discord among you, seeing that there are in your midst such as would have lent them ear: but God has full knowledge of the evildoers."
9,50,asad,"Indeed, even before this time have they tried to stir up discord and devised all manner of plots against thee, [O Prophet,] until the truth was revealed and God’s will became manifest, however hateful this may have been to them."
9,51,asad,"And among them there was [many a one] who said, ""Grant me permission [to remain at home], and do not put me to too hard a test!"" Oh, verily, [by making such a request] they had [already failed in their test and] succumbed to a temptation to evil: and, behold, hell will indeed encompass all who refuse to acknowledge the truth!"
9,52,asad,"Should good fortune alight on thee, [O Prophet,] it will grieve them; and should misfortune befall thee, they will say [to themselves], ""We have already taken our precautions beforehand!"" – and will turn away, and will rejoice."
9,53,asad,"Say: ""Never can anything befall us save what God has decreed! He is our Lord Supreme; and in God let the believers place their trust!"""
9,54,asad,"Say: ""Are you, perchance, hopefully waiting for something [bad] to happen to us – [the while nothing can happen to us] save one of the two best things? But as far as you are concerned, we are hopefully waiting for God to inflict chastisement upon you, [either] from Himself or by our hands! Wait, then, hopefully; behold, we shall hopefully wait with you!"""
9,55,asad,"Say: ""You may spend [anything], willingly or unwillingly, [pretending that you do it for the sake of God:] it shall never be accepted from you – for, verily, you are people bent on iniquity!"""
9,56,asad,"For, only this prevents their spending from being accepted from them: they are bent on refusing to acknowledge God and His Apostle, and never pray without reluctance, and never spend [on righteous causes] without resentment."
9,57,asad,"Let not, then, their worldly goods or [the happiness which they may derive from] their children excite thy admiration: God but wants to chastise them by these means in this worldly life, and [to cause] their souls to depart while they are [still] denying the truth."
9,58,asad,And they swear by God that they do indeed belong to you – the while they do not belong to you but are [only] people ridden by fear:
9,59,asad,"if they could but find a place of refuge, or any cavern, or a crevice [in the earth], they would turn towards it in headlong haste."
9,60,asad,"And among them are such as find fault with thee [O Prophet] concerning [the distribution of] the offerings given for the sake of God: if they are given something thereof, they are well-pleased; but if they are not given anything thereof, lo! they are consumed with anger."
9,61,asad,"And yet, [it would be but for their own good] if they were to content themselves with what God has given them and [caused] His Apostle [to give them], and would say, ""God is enough for us! God will give us [whatever He wills] out of His bounty, and [will cause] His Apostle [to give us, too]: verily, unto God alone do we turn with hope!"""
9,62,asad,"The offerings given for the sake of God are [meant] only for the poor and the needy, and those who are in charge thereof, and those whose hearts are to be won over, and for the freeing of human beings from bondage, and [for] those who are overburdened with debts, and [for every struggle] in God’s cause, and [for] the wayfarer: [this is] an ordinance from God – and God is all-knowing, wise."
9,63,asad,"AND AMONG those [enemies of the truth] there are such as malign the Prophet by saying, ""He is all ear."""
9,64,asad,"Say: ""[Yes,] he is all ear, [listening] to what is good for you! He believes in God, and trusts the believers, and is [a manifestation of God’s] grace towards such of you as have [truly] attained to faith. And as for those who malign God’s Apostle – grievous suffering awaits them [in the life to come]!"""
9,65,asad,"Do they not know that for him who sets himself against God and His Apostle there is in store the fire of hell, therein to abide – that most awesome disgrace?"
9,66,asad,"Say: ""Go on mocking! Behold, God will bring to light the very thing that you are dreading!"""
9,67,asad,"Yet, indeed, if thou wert to question them, they would surely answer, ""We were only indulging in idle talk, and were playing [with words]."""
9,68,asad,"Say: ""Were you, then, mocking at God and His messages and His Apostle?"
9,69,asad,"Do not offer [empty] excuses! You have indeed denied the truth after [having professed] your belief [in it]!"""
9,70,asad,"Though We may efface the sin of some of you, We shall chastise others – seeing that they were lost in sin."
9,71,asad,"The hypocrites, both men and women, are all of a kind: they enjoin the doing of what is wrong and forbid the doing of what is right, and withhold their hands [from doing good]. They are oblivious of God, and so He is oblivious of them. Verily, the hypocrites – it is they, they who are truly iniquitous!"
9,72,asad,"God has promised the hypocrites, both men and women – as well as the [outright] deniers of the truth – the fire of hell, therein to abide: this shall be their allotted portion. For God has rejected them, and long-lasting suffering awaits them."
9,73,asad,"Have, then, the stories of those who preceded them never come within the ken of these [hypocrites and deniers of the truth]? – [the stories] of Noah’s people, and of [the tribes of] ’ād and Thamūd, and of Abraham’s people, and of the folk of Madyan, and of the cities that were overthrown? To [all of] them their apostles had come with all evidence of the truth, [but they rejected them:] and so it was not God who wronged them [by His punishment], but it was they who wronged themselves."
9,74,asad,"AND [as for] the believers, both men and women – they are close unto one another: they [all] enjoin the doing of what is right and forbid the doing of what is wrong, and are constant in prayer, and render the purifying dues, and pay heed unto God and His Apostle. It is they upon whom God will bestow His grace: verily, God is almighty, wise!"
9,75,asad,"God has promised the believers, both men and women, gardens through which running waters flow, therein to abide, and goodly dwellings in gardens of perpetual bliss: but God’s goodly acceptance is the greatest [bliss of all] – for this, this is the triumph supreme!"
9,76,asad,"O PROPHET! Strive hard against the deniers of the truth and the hypocrites, and be adamant with them. And [if they do not repent,] their goal shall be hell – and how vile a journey’s end!"
9,77,asad,"Hence, if they repent, it will be for their own good; but if they turn away, God will cause them to suffer grievous suffering in this world and in the life to come, and they will find no helper on earth, and none to give [them] succour."
9,78,asad,"And among them are such as vow unto God, ""If indeed He grant us [something] out of His bounty, we shall most certainly spend in charity, and shall most certainly be among the righteous!"""
9,79,asad,"But as soon as He has given them [aught] out of His bounty, they cling to it niggardly, and turn away in their obstinacy [from all that they have vowed]:"
9,80,asad,"whereupon He causes hypocrisy to take root in their hearts, [therein to remain] until the Day on which they shall meet Him – because they have failed to fulfil the vow which they had made unto God, and because they were wont to lie."
9,81,asad,"Do they not know that God knows [all] their hidden thoughts and their secret confabulations, and that God knows fully all the things that are beyond the reach of human perception?"
9,82,asad,"God will cause their scoffing to rebound on themselves, and grievous suffering awaits them."
9,83,asad,"THOSE [hypocrites] who were left behind rejoiced in their staying away [from war] after [the departure of] God s Apostle, for they hated the thought of striving with their possessions and their lives in God’s cause; and they had [even] said [to the others], ""Do not go forth to war in this heat!"""
9,84,asad,"Say: ""The fire of hell is hotter by far!"""
9,85,asad,Had they but grasped this truth!
9,86,asad,"Let them, then, laugh a little – for they will weep a lot in return for what they have earned."
9,87,asad,"Hence, [O Prophet,] if God brings thee again face to face with some of them, and then they ask thy leave to go forth [to war with thee], say: ""Never shall you go forth with me, nor shall you fight an enemy together with me! Behold, you were well-pleased to stay at home on that first occasion: stay at home, then, with those who [are obliged to] remain behind!"""
9,88,asad,"And never shalt thou pray over any of them that has died, and never shalt thou stand by his grave: for, behold, they were bent on denying God and His Apostle, and they died in this their iniquity."
9,89,asad,"And let not their worldly goods and [the happiness which they may derive from] their children excite thy admiration: God but wants to chastise them by these means in [the life of] this world, and [to cause] their souls to depart while they are [still] denying the truth."
9,90,asad,"They were well-pleased to remain with those who were left behind – wherefor their hearts have been sealed, so that they cannot grasp the truth."
9,91,asad,"The Apostle, however, and all who share his faith strive hard [in God’s cause] with their possessions and their lives: and it is they whom the most excellent things await [in the life to come], and it is they, they who shall attain to a happy state!"
9,92,asad,"God has readied for them gardens through which running waters flow, therein to abide: and this is the triumph supreme!"
9,93,asad,"AND THERE came [unto the Apostle] such of the bedouin as had some excuse to offer, [with the request] that they be granted exemption, whereas those who were bent on giving the lie to God and His Apostle [simply] remained at home. [And] grievous suffering is bound to befall such of them as are bent on denying the truth!"
9,94,asad,"Nor [shall blame attach] to those who, when they came unto thee [O Prophet, with the request] that thou provide them with mounts, were told by thee, ""I cannot find anything whereon to mount you"" – [whereupon] they turned away, their eyes overflowing with tears out of sorrow that they had no means to spend [on their equipment]."
9,95,asad,"Only they may rightly be reproached who asked thee for exemption even though they were fully able [to go to war]. They were well-pleased to remain with those who were left behind – wherefore God has sealed their hearts, so that they do not know [what they are doing]."
9,96,asad,"Say: ""Do not offer [empty] excuses, [for] we shall not believe you: God has already enlightened us about you. And God will behold your [future] deeds, and [so will] His Apostle; and in the end you will be brought before Him who knows all that is beyond the reach of a created being’s perception as well as all that can be witnessed by a creature’s senses or mind, and then He will make you truly understand what you were doing [in life]."""
9,97,asad,"When you will have returned to them, [O believers,] they will swear to you by God, [repeating their excuses,] with a view to your letting them be. Let them be, then: behold, they are loathsome, and hell is their goal in recompense for what they were wont to do."
9,98,asad,"They will swear to you with a view to making you pleased with them: but [even] should you be pleased with them, verily, God shall never be pleased with iniquitous folk."
9,99,asad,"And among the bedouin there are such as regard all that they might spend [in God’s cause] as a loss, and wait for misfortune to encompass you, [O believers: but] it is they whom evil fortune shall encompass – for God is all-hearing, all-knowing."
9,100,asad,"However, among the bedouin there are [also] such as believe in God and the Last Day, and regard all that they spend [in God’s cause] as a means of drawing them nearer to God and of [their being remembered in] the Apostle’s prayers. Oh, verily, it shall [indeed] be a means of [God’s] nearness to them, [for] God will admit them unto His grace: verily, God is much-forgiving, a dispenser of grace!"
9,101,asad,"And as for the first and foremost of those who have forsaken the domain of evil and of those who have sheltered and succoured the Faith, as well as those who follow them in [the way of] righteousness – God is well-pleased with them, and well-pleased are they with Him. And for them has He readied gardens through which running waters flow, therein to abide beyond the count of time: this is the triumph supreme!"
9,102,asad,"But among the bedouin who dwell around you there are hypocrites; and among the people of the [Prophet’s] City [too] there are such as have grown insolent in [their] hypocrisy. Thou dost not [always] know them, [O Muhammad – but] We know them. We shall cause them to suffer doubly [in this world]; and then they will be given over to awesome suffering [in the life to come]."
9,103,asad,"And [there are] others – [people who] have become conscious of their sinning after having done righteous deeds side by side with evil ones; [and] it may well be that God will accept their repentance: for, verily, God is much-forgiving, a dispenser of grace."
9,104,asad,"Do they not know that it is God alone who can accept the repentance of His servants and is the [true] recipient of whatever is offered for His sake – and that God alone is an acceptor of repentance, a dispenser of grace?"
9,105,asad,"And say [unto them, O Prophet]: ""Act! And God will behold your deeds, and [so will] His Apostle, and the believers: and [in the end] you will be brought before Him who knows all that is beyond the reach of a created being’s perception as well as all that can be witnessed by a creature’s senses or mind – and then He will make you understand what you have been doing."""
9,106,asad,"And [there are yet] others – [people whose cases are] deferred until God wills to judge them: He will either chastise them or turn again unto them in His mercy – for God is all-knowing, wise."
9,107,asad,"AND [there are hypocrites] who have established a [separate] house of worship in order to create mischief, and to promote apostasy and disunity among the believers, and to provide an outpost for all who from the outset have been warring against God and His Apostle. And they will surely swear [to you, O believers], ""We had but the best of intentions!"" – the while God [Himself] bears witness that they are lying."
9,108,asad,"Never set foot in such a place! Only a house of worship founded, from the very first day, upon God-consciousness is worthy of thy setting foot therein – [a house of worship] wherein there are men desirous of growing in purity: for God loves all who purify themselves."
9,109,asad,"Which, then, is the better: he who has founded his building on God-consciousness and [a desire for] His goodly acceptance – or he who has founded his building on the edge of a water-worn, crumbling river-bank, so that it [is bound to] tumble down with him into the fire of hell?"
9,110,asad,For God does not grace with His guidance people who [deliberately] do wrong:
9,111,asad,"the building which they have built will never cease to be a source of deep disquiet in their hearts until their hearts crumble to pieces. And God is all-knowing, wise."
9,112,asad,"BEHOLD, God has bought of the believers their lives and their possessions, promising them paradise in return, [and so] they fight in God’s cause, and slay, and are slain: a promise which in truth He has willed upon Himself in [the words of] the Torah, and the Gospel, and the Qur’ān. And who could be more faithful to his covenant than God?"
9,113,asad,"Rejoice, then, in the bargain which you have made with Him: for this, this is the triumph supreme!"
9,114,asad,IT DOES NOT behove the Prophet and those who have attained to faith to pray that they who ascribed divinity to aught beside God be forgiven [by Him] – even though they happened to be [their] near of kin – after it has been made clear unto them that those [dead sinners] are destined for the blazing fire.
9,115,asad,"And Abraham’s prayer that his father be forgiven was but due to a promise which he had given the latter [in his lifetime]; but when it was made clear unto him that he had been God’s enemy, [Abraham] disavowed him – [although,] behold, Abraham was most tender-hearted, most clement."
9,116,asad,"And God would never – after having invited them to His guidance – condemn people for going astray ere He has made [entirely] clear unto them of what they should beware. Verily, God has full knowledge of everything."
9,117,asad,"Verily, God’s alone is the dominion over the heavens and the earth; He [alone] grants life and deals death; and there is none besides God who could protect you or bring you succour."
9,118,asad,"INDEED, God has turned in His mercy unto the Prophet, as well as unto those who have forsaken the domain of evil and those who have sheltered and succoured the Faith – [all] those who followed him in the hour of distress, when the hearts of some of the other believers had well-nigh swerved from faith."
9,119,asad,"And once again: He has turned unto them in His mercy – for, behold, He is compassionate towards them, a dispenser of grace."
9,120,asad,"And [He turned in His mercy, too,] towards the three [groups of believers] who had fallen prey to corruption, until in the end – after the earth, despite all its vastness, had become [too] narrow for them and their souls had become [utterly] constricted – they came to know with certainty that there is no refuge from God other than [a return] unto Him; and thereupon He turned again unto them in His mercy, so that they might repent: for, verily, God alone is an acceptor of repentance, a dispenser of grace."
9,121,asad,"O YOU who have attained to faith! Remain conscious of God, and be among those who are true to their word!"
9,122,asad,"It does not behove the people of the [Prophet’s] City and the bedouin [who live] around them to hold back from following God’s Apostle, or to care for their own selves more than for him – for, whenever they suffer from thirst or weariness or hunger in God’s cause, and whenever they take any step which confounds those who deny the truth, and whenever there comes to them from the enemy whatever may be destined for them – [whenever anything thereof comes to pass,] a good deed is recorded in their favour. Verily, God does not fail to requite the doers of good!"
9,123,asad,"And whenever they spend anything [for the sake of God], be it little or much, and whenever they move on earth [in God’s cause] – it is recorded in their favour, and God will grant them the best reward for all that they have been doing."
9,124,asad,"With all this, it is not desirable that all of the believers take the field [in time of war]. From within every group in their midst, some shall refrain from going forth to war, and shall devote themselves [instead] to acquiring a deeper knowledge of the Faith, and [thus be able to] teach their homecoming brethren, so that these [too] might guard themselves against evil."
9,125,asad,"O you who have attained to faith! Fight against those deniers of the truth who are near you, and let them find you adamant; and know that God is with those who are conscious of Him."
9,126,asad,"YET WHENEVER a sūrah [of this divine writ] is bestowed from on high, some of the deniers of the truth are prone to ask, ""Which of you has this [message] strengthened in his faith?"""
9,127,asad,"Now as for those who have attained to faith, it does strengthen them in their faith, and they rejoice in the glad tiding [which God has given them]."
9,128,asad,"But as for those in whose hearts is disease, each new message but adds another [element of] disbelief to the disbelief which they already harbour, and they die while [still] refusing to acknowledge the truth."
9,129,asad,"Are they, then, not aware that they are being tested year-in, year-out? And yet, they do not repent and do not bethink themselves [of God];"
9,130,asad,"and whenever a sūrah is bestowed from on high, they look at one another [and say, as it were], ""Is there anyone who can see what is in your hearts?"" – and then they turn away."
9,131,asad,God has turned their hearts away [from the truth] – for they are people who will not grasp it.
9,132,asad,"INDEED, there has come unto you [O mankind] an Apostle from among yourselves: heavily weighs upon him [the thought] that you might suffer [in the life to come]; full of concern for you [is he, and] full of compassion and mercy towards the believers."
9,133,asad,"But if those [who are bent on denying the truth] turn away, say: ""God is enough for me! There is no deity save Him. In Him have I placed my trust, for He is the Sustainer, in awesome almightiness enthroned."""
10,1,asad,Alif. Lām. Rā.
10,2,asad,"THESE ARE MESSAGES of the divine writ, full of wisdom."
10,3,asad,"Do people deem it strange that We should have inspired a man from their own midst [with this Our message]: ""Warn all mankind, and give unto those who have attained to faith the glad tiding that in their Sustainer’s sight they surpass all others in that they are completely sincere""?"
10,4,asad,"VERILY, your Sustainer is God, who has created the heavens and the earth in six aeons, and is established on the throne of His almightiness, governing all that exists. There is none that could intercede with Him unless He grants leave therefor."
10,5,asad,"Thus is God, your Sustainer: worship, therefore, Him [alone]: will you not, then, keep this in mind?"
10,6,asad,"Unto Him you all must return: this is, in truth, God’s promise – for, behold, He creates [man] in the first instance, and then brings him forth anew to the end that He may reward with equity all who attain to faith and do righteous deeds; whereas for those who are bent on denying the truth there is in store a draught of burning despair and grievous suffering because of their persistent refusal to acknowledge the truth."
10,7,asad,"He it is who has made the sun a [source of] radiant light and the moon a light [reflected], and has determined for it phases so that you might know how to compute the years and to measure [time]. None of this has God created without [an inner] truth."
10,8,asad,Clearly does He spell out these messages unto people of [innate] knowledge:
10,9,asad,"for, verily, in the alternating of night and day, and in all that God has created in the heavens and on earth there are messages indeed for people who are conscious of Him!"
10,10,asad,"Verily, as for those who do not believe that they are destined to meet Us, but content themselves with the life of this world and do not look beyond it, and are heedless of Our messages"
10,11,asad,their goal is the fire in return for all [the evil] that they were wont to do.
10,12,asad,"NOW IF GOD were to hasten for human beings the ill [which they deserve by their sinning] in the same manner as they [themselves] would hasten [the coming to them of what they consider to be] good, their end would indeed come forthwith! But We leave them alone [for a while] – all those who do not believe that they are destined to meet Us: [We leave them alone] in their overweening arrogance, blindly stumbling to and fro."
10,13,asad,"For [thus it is:] when affliction befalls man, he cries out unto Us, whether he be lying on his side or sitting or standing; but as soon as We have freed him of his affliction, he goes on as though he had never invoked Us to save him from the affliction that befell him! Thus do their own doings seem goodly unto those who waste their own selves."
10,14,asad,"And, indeed, We destroyed before your time [whole] generations when they [persistently] did evil although the apostles sent unto them brought them all evidence of the truth; for they refused to believe [them]. Thus do We requite people who are lost in sin."
10,15,asad,"And thereupon We made you their successors on earth, so that We might behold how you act."
10,16,asad,"AND [thus it is:] whenever Our messages are conveyed unto them in all their clarity, those who do not believe that they are destined to meet Us [are wont to] say, ""Bring us a discourse other than this, or alter this one."""
10,17,asad,"Say [O Prophet]: ""It is not conceivable that I should alter it of my own volition; I only follow what is revealed to me. Behold, I would dread, were I [thus] to rebel against my Sustainer, the suffering [which would befall me] on that awesome Day [of Judgment]!"""
10,18,asad,"Say: ""Had God willed it [otherwise], I would not have conveyed this [divine writ] unto you, nor would He have brought it to your knowledge. Indeed, a whole lifetime have I dwelt among you ere this [revelation came unto me]: will you not, then, use your reason?"""
10,19,asad,"And who could be more wicked than they who attribute their own lying inventions to God or give the lie to His messages? Verily, those who are lost in sin will never attain to a happy state"
10,20,asad,"and [neither will] they [who] worship, side by side with God, things or beings that can neither harm nor benefit them, saying [to themselves], ""These are our intercessors with God!"""
10,21,asad,"Say: ""Do you [think that you could] inform God of anything in the heavens or on earth that He does not know? Limitless is He in His glory, and sublimely exalted above anything to which men may ascribe a share in His divinity!"""
10,22,asad,"AND [know that] all mankind were once but one single community, and only later did they begin to hold divergent views. And had it not been for a decree that had already gone forth from thy Sustainer, all their differences would indeed have been settled [from the outset]."
10,23,asad,"NOW THEY [who deny the truth] are wont to ask, ""Why has no miraculous sign ever been bestowed upon him from on high by his Sustainer?"""
10,24,asad,"Say, then: ""God’s alone is the knowledge of that which is beyond the reach of human perception. Wait, then, [until His will becomes manifest:] verily, I shall wait with you!"""
10,25,asad,And [thus it is:] whenever We let [such] people taste [some of Our] grace after hardship has visited them – lo! they forthwith turn to devising false arguments against Our messages.
10,26,asad,"Say: ""God is swifter [than you] in His deep devising!"""
10,27,asad,"Behold, Our [heavenly] messengers are recording all that you may devise!"
10,28,asad,"He it is who enables you to travel on land and sea. And [behold what happens] when you go to sea in ships: [they go to sea in ships,] and they sail on in them in a favourable wind, and they rejoice thereat – until there comes upon them a tempest, and waves surge towards them from all sides, so that they believe themselves to be encompassed [by death; and then] they call unto God, [at that moment] sincere in their faith in Him alone, ""If Thou wilt but save us from this, we shall most certainly be among the grateful!"""
10,29,asad,"Yet as soon as He has saved them from this [danger], lo! they behave outrageously on earth, offending against all right!"
10,30,asad,"O men! All your outrageous deeds are bound to fall back upon your own selves! [You care only for] the enjoyment of life in this world: [but remember that] in the end unto Us you must return, whereupon We shall make you truly understand all that you were doing [in life]."
10,31,asad,"The parable of the life of this world is but that of rain which We send down from the sky, and which is absorbed by the plants of the earth whereof men and animals draw nourishment, until – when the earth has assumed its artful adornment and has been embellished, and they who dwell on it believe that they have gained mastery over it – there comes down upon it Our judgment, by night or by day, and We cause it to become [like] a field mown down, as if there had been no yesterday."
10,32,asad,Thus clearly do We spell out these messages unto people who think!
10,33,asad,"AND [know that] God invites [man] unto the abode of peace, and guides him that wills [to be guided] onto a straight way."
10,34,asad,"For those who persevere in doing good there is the ultimate good in store, and more [than that]. No darkness and no ignominy will overshadow their faces [on Resurrection Day]: it is they who are destined for paradise, therein to abide."
10,35,asad,"But as for those who have done evil deeds – the recompense of an evil deed shall be the like thereof; and – since they will have none to defend them against God – ignominy will overshadow them as though their faces were veiled by the night’s own darkness: it is they who are destined for the fire, therein to abide."
10,36,asad,"For one Day We shall gather them all together, and then We shall say unto those who [in their lifetime] ascribed divinity to aught but God, ""Stand where you are, you and those [beings and powers] to whom you were wont to ascribe a share in God’s divinity!"" – for by then We shall have [visibly] separated them from one another. And the beings to whom they had ascribed a share in God’s divinity will say [to those who had worshipped them], ""It was not us that you were wont to worship;"
10,37,asad,"and none can bear witness between us and you as God does: we were, for certain, unaware of your worshipping [us]."""
10,38,asad,"There and then will every human being clearly apprehend what he has done in the past, and all will be brought back unto God, their true Lord Supreme, and all their false imagery will have forsaken them."
10,39,asad,"SAY: ""Who is it that provides you with sustenance out of heaven and earth, or who is it that has full power over [your] hearing and sight? And who is it that brings forth the living out of that which is dead, and brings forth the dead out of that which is alive? And who is it that governs all that exists?"""
10,40,asad,"And they will [surely] answer: ""[It is] God."""
10,41,asad,"Say, then: ""Will you not, then, become [fully] conscious of Him"
10,42,asad,"seeing that He is God, your Sustainer, the Ultimate Truth? For, after the truth [has been forsaken], what is there [left] but error? How, then, can you lose sight of the truth?"""
10,43,asad,Thus is thy Sustainer’s word proved true with regard to such as are bent on sinful doings: they will not believe.
10,44,asad,"Say: ""Can any of those beings to whom you ascribe a share in God’s divinity create [life] in the first instance, and then bring it forth anew?"""
10,45,asad,"Say: ""It is God [alone] who creates [all life] in the first instance, and then brings it forth anew. How perverted, then, are your minds!"""
10,46,asad,"Say: ""Does any of those beings to whom you ascribe a share in God’s divinity guide unto the truth?"""
10,47,asad,"Say: ""It is God [alone] who guides unto the truth. Which, then, is more worthy to be followed – He who guides unto the truth, or he who cannot find the right way unless he is guided? What, then, is amiss with you and your judgment?"""
10,48,asad,"For most of them follow nothing but conjecture: [and,] behold, conjecture can never be a substitute for truth. Verily, God has full knowledge of all that they do."
10,49,asad,"Now this Qur’ān could not possibly have been devised by anyone save God: nay indeed, it confirms the truth of whatever there still remains [of earlier revelations] and clearly spells out the revelation [which comes] – let there be no doubt about it – from the Sustainer of all the worlds."
10,50,asad,"And yet, they [who are bent on denying the truth] assert, ""[Muhammad] has invented it!"""
10,51,asad,"Say [unto them]: ""Produce, then, a sūrah of similar merit; and [to this end] call to your aid whomever you can, other than God, if what you say is true!"""
10,52,asad,"Nay, but they are bent on giving the lie to everything the wisdom whereof they do not comprehend, and ere its inner meaning has become clear to them. Even thus did those who lived before their time give the lie to the truth: and behold what happened in the end to those evildoers!"
10,53,asad,"And there are among them such as will in time come to believe in this [divine writ], just as there are among them such as will never believe in it; and thy Sustainer is fully aware as to who are the spreaders of corruption."
10,54,asad,"And [so, O Prophet,] if they give thee the lie, say: ""To me [shall be accounted] my doings, and to you, your doings: you are not accountable for what I am doing, and I am not accountable for whatever you do."""
10,55,asad,And there are among them such as [pretend to] listen to thee: but canst thou cause the deaf to hearken even though they will not use their reason?
10,56,asad,And there are among them such as [pretend to] look towards thee: but canst thou show the right way to the blind even though they cannot see?
10,57,asad,"Verily, God does not do the least wrong unto men, but it is men who wrong themselves."
10,58,asad,"And on the Day when He shall gather them [unto Himself, it will seem to them] as if they had not tarried [on earth] longer than an hour of a day, knowing one another; [and] lost indeed will be they who [in their lifetime] considered it a lie that they were destined to meet God and [thus] failed to find the right way."
10,59,asad,"And whether We show thee [in this world] something of what We hold in store for those [deniers of the truth], or whether We cause thee to die [before that retribution takes place – know that, in the end], it is unto Us that they must return; and God is witness to all that they do."
10,60,asad,"NOW every community has had an apostle; and only after their apostle has appeared [and delivered his message] is judgment passed on them, in all equity; and never are they wronged."
10,61,asad,"And yet, they [who deny the truth] are wont to ask, ""When is that promise [of resurrection and judgment] to be fulfilled? [Answer this, O you who believe in it,] if you are men of truth!"""
10,62,asad,"Say [O Prophet]: ""It is not within my power to avert harm from, or bring benefit to, myself, except as God may please. For all people a term has been set: when the end of their term approaches, they can neither delay it by a single moment, nor hasten it."""
10,63,asad,"Say: ""Have you ever considered [how you would feel] if His chastisement were to befall you by night or by day? What could there be in that prospect that people lost in sin should wish to hasten?"
10,64,asad,"Will you, then, believe in it [only] after it has come to pass – [on the Day when you will be asked, ‘Do you believe in it] now, after having [contemptuously] called for its speedy advent?’"
10,65,asad,"whereupon those who [in their lifetime] were bent on evildoing will be told, ‘Taste suffering abiding! Is this requital anything but the just due for what you were wont to do?’"""
10,66,asad,"And some people ask thee, ""Is all this true?"" Say: ""Yea, by my Sustainer! It is most certainly true, and you cannot elude [the final reckoning]!"""
10,67,asad,"And all human beings that have been doing evil would surely, if they possessed all that is on earth, offer it as ransom [on Judgment Day]; and when they see the suffering [that awaits them], they will be unable to express their remorse. But judgment will be passed on them in all equity; and they will not be wronged."
10,68,asad,"Oh, verily, unto God belongs all that is in the heavens and on earth! Oh, verily, God’s promise always comes true – but most of them know it not!"
10,69,asad,He alone grants life and deals death; and unto Him you all must return.
10,70,asad,"O MANKIND! There has now come unto you an admonition from your Sustainer, and a cure for all [the ill] that may be in men’s hearts, and guidance and grace unto all who believe [in Him]."
10,71,asad,"Say: ""In [this] bounty of God and in His grace – in this, then, let them rejoice: it is better than all [the worldly wealth] that they may amass!"""
10,72,asad,"Say: ""Have you ever considered all the means of sustenance which God has bestowed upon you from on high – and which you thereupon divide into ‘things forbidden’ and ‘things lawful’?"""
10,73,asad,"Say: ""Has God given you leave [to do this] – or do you, perchance, attribute your own guesswork to God?"""
10,74,asad,But what do they think – they who attribute their own lying inventions to God – [what do they think will happen to them] on the Day of Resurrection?
10,75,asad,"Behold, God is indeed limitless in His bounty unto men – but most of them are ungrateful."
10,76,asad,"AND IN whatever condition thou mayest find thyself, [O Prophet,] and whatever discourse of this [divine writ] thou mayest be reciting, and whatever work you [all, O men,] may do – [remember that] We are your witness [from the moment] when you enter upon it: for not even an atom’s weight [of whatever there is] on earth or in heaven escapes thy Sustainer’s knowledge; and neither is there anything smaller than that, or larger, but is recorded in [His] clear decree."
10,77,asad,"Oh, verily, they who are close to God – no fear need they have, and neither shall they grieve:"
10,78,asad,they who have attained to faith and have always been conscious of Him.
10,79,asad,"For them there is the glad tiding [of happiness] in the life of this world and in the life to come; [and since] nothing could ever alter [the outcome of] God’s promises, this, this is the triumph supreme!"
10,80,asad,"And be not grieved by the sayings of those [who deny the truth]. Behold, all might and glory belong to God alone: He alone is all-hearing, all-knowing."
10,81,asad,"OH, VERILY, unto God belongs whoever is in the heavens and whoever is on earth: hence, what is it that they follow – those who invoke, beside God, beings to whom they ascribe a share in His divinity? They follow but the conjectures [of others], and themselves do nothing but guess"
10,82,asad,"Say: ""Verily, they who attribute their own lying inventions to God will never attain to a happy state!"""
10,83,asad,"AND CONVEY unto them the story of Noah – when he said unto his people: ""O my people! If my presence [among you] and my announcement of God’s messages are repugnant to you – well, in God have I placed my trust. Decide, then, upon what you are going to do [against me], and [call to your aid] those beings to whom you ascribe a share in God’s divinity; and once you have chosen your course of action, let no hesitation deflect you from it; and then carry out against me [whatever you may have decided], and give me no respite!"
10,84,asad,"But if you turn away [from the message which I bear, remember that] I have asked no reward whatever of you: my reward rests with none but God, for I have been bidden to be among those who have surrendered themselves unto Him."""
10,85,asad,"And yet they gave him the lie! And so We saved him and all who stood by him, in the ark, and made them inherit [the earth], the while We caused those who gave the lie to Our messages to drown: behold, then, what happened in the end to those people who had been warned [in vain]!"
10,86,asad,"AND THEN, after him, We sent forth [other] apostles – each one unto his own people – and they brought them all evidence of the truth; but they would not believe in anything to which they had once given the lie: thus it is that We seal the hearts of such as [are wont to] transgress the bounds of what is right."
10,87,asad,"And after those [earlier prophets] We sent Moses and Aaron with Our messages unto Pharaoh and his great ones: but they gloried in their arrogance, for they were people lost in sin."
10,88,asad,"And so, when the truth came to them from Us, they said, ""Behold, this is clearly nothing but sorcery!"""
10,89,asad,"Said Moses: ""Do you speak thus of the truth after it has been brought to you? Can this be sorcery? But sorcerers can never come to a happy end!"""
10,90,asad,"And Pharaoh commanded: ""Bring before me every sorcerer of great knowledge!"""
10,91,asad,"And when the sorcerers came, Moses said unto them: ""Throw whatever you may [wish to] throw!"""
