Arabic,Tafseer
أَلَمْ تَرَ إِلَى ٱلَّذِي حَآجَّ إِبْرَاهِيمَ فِي رَبِّهِ أَنْ آتَاهُ ٱللَّهُ ٱلْمُلْكَ إِذْ قَالَ إِبْرَاهِيمُ رَبِّيَ ٱلَّذِي يُحْيِـي وَيُمِيتُ قَالَ أَنَا أُحْيِـي وَأُمِيتُ قَالَ إِبْرَاهِيمُ فَإِنَّ ٱللَّهَ يَأْتِي بِٱلشَّمْسِ مِنَ ٱلْمَشْرِقِ فَأْتِ بِهَا مِنَ ٱلْمَغْرِبِ فَبُهِتَ ٱلَّذِي كَفَرَ وَٱللَّهُ لاَ يَهْدِي ٱلْقَوْمَ ٱلظَّالِمِينَ,Have you not seen him who disputed with Abraham concerning his Lord that God had given him the kingshipḍ When Abraham said “My Lord is He who gives life and makes to die” he said “I give life and make to die.” Abraham said: “God brings the sun from the east; so bring it from the west.” Then the disbeliever was confused; and God guides not the folk who do evil. The Real سبحانه hastened the punishment of separation furqa for His ene- mies before He punished them with burning ḥurqa. This punishment [of separation] was in actuality more powerful in its effect if they had had the eye of insight [to see this]. The Real سبحانه relates that Abraham عليه السلام moved from one sound proof with the accursed enemy to another which was clearer not because there was anything wrong with the [first] proof but because of the shortcomings in the understanding of the disbeliever. The touchstone of one whose sight is blocked from recognizing the truth is the wasting of time without any useful benefit. It is not about the quality of the proof for a matter about which there is no question.
أَوْ كَٱلَّذِي مَرَّ عَلَىٰ قَرْيَةٍ وَهِيَ خَاوِيَةٌ عَلَىٰ عُرُوشِهَا قَالَ أَنَّىٰ يُحْيِـي هَـٰذِهِ ٱللَّهُ بَعْدَ مَوْتِهَا فَأَمَاتَهُ ٱللَّهُ مِئَةَ عَامٍ ثُمَّ بَعَثَهُ قَالَ كَمْ لَبِثْتَ قَالَ لَبِثْتُ يَوْماً أَوْ بَعْضَ يَوْمٍ قَالَ بَل لَّبِثْتَ مِئَةَ عَامٍ فَٱنْظُرْ إِلَىٰ طَعَامِكَ وَشَرَابِكَ لَمْ يَتَسَنَّهْ وَٱنْظُرْ إِلَىٰ حِمَارِكَ وَلِنَجْعَلَكَ آيَةً لِلنَّاسِ وَٱنْظُرْ إِلَى ٱلعِظَامِ كَيْفَ نُنْشِزُهَا ثُمَّ نَكْسُوهَا لَحْماً فَلَمَّا تَبَيَّنَ لَهُ قَالَ أَعْلَمُ أَنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,Or such as he who passed by a city that was all in ruins to its roofs he said “How shall God give life to this now that it is deadḍ” So God made him die for a hundred years then he raised him up; He said “How long have you tarriedḍ”; he said “I have tarried a day or part of a day”; He said “Nay you have tarried a hundred years. Look at your food and drink it has not spoiled; and look at your donkey so that We would make you a sign for the people. And look at the bones how We shall set them up and then clothe them with flesh.” So when it was made clear to him he said “I know that God has power over all things.” This was not a question of denial a matter of ignorance or an indication of doubt in divine power for this report is about Ezra ʿUzayr the prophet عليه السلام and it is not possible for the prophets [عليه السلام] to doubt or be ignorant. Rather it was a question of wondering about something extraordinary. In this conversation [Ezra] wanted to be more certain so God showed him that within his [own body] by making him die and then bringing him to life and then reviving his donkey while he watched and he became more and more certain. Asking for certainty from God and using the tactic of pos- ing difficulties are practices of those who are curious to know. Because of that God excused Ezra in this conversation and the increased certainty he sought was made possible for him. Then he said “I know that God has power over all things” in giving life and causing death that is “My knowl- edge has been increased by what I saw. He showed me weighty signs which increased my certainty.” His food and drink did not change in this long period even as his donkey died and his bones decayed.
وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ أَرِنِي كَيْفَ تُحْيِـي ٱلْمَوْتَىٰ قَالَ أَوَلَمْ تُؤْمِن قَالَ بَلَىٰ وَلَـكِن لِّيَطْمَئِنَّ قَلْبِي قَالَ فَخُذْ أَرْبَعَةً مِّنَ ٱلطَّيْرِ فَصُرْهُنَّ إِلَيْكَ ثُمَّ ٱجْعَلْ عَلَىٰ كُلِّ جَبَلٍ مِّنْهُنَّ جُزْءًا ثُمَّ ٱدْعُهُنَّ يَأْتِينَكَ سَعْياً وَٱعْلَمْ أَنَّ ٱللَّهَ عَزِيزٌ حَكِيمٌ,And when Abraham said “My Lord show me how You give life to the dead.” He said “Why do you not believeḍ” “Yes” he said “but so that my heart may be re-assured.” Said He “Take four birds and twist them to you then set a part of them on every hill then summon them and they will come to you in haste. And know that God is Mighty Wise.” It is said that he was looking for increased certainty and wanted to compare the truth of certainty ḥaqq al-yaqīn with what he had already obtained from the eye of certainty ʿayn al-yaqīn. It is said that what [Abraham] said here was meant to elicit His words سبحانه Why do you not believeḍ [Abraham] said “Yes I believe but I longed to have You say to me 'Why do you not believeḍ' and Your saying this to me is a reassurance to my heart.” The lover is forever striving to find a way to address his beloved in any way that he can. It is said that [Abraham] was seeking a vision of the Real سبحانه by hint or allusion for he was held back by the allusion in His words “And know that God is Mighty Wise.” When Moses عليه السلام asked for the vision directly saying “My Lord! Show me that I may behold You!” [7:143] [God] replied directly and clearly and it was said to him “You shall not see Me” [7:143]. It is said that he only sought the life of his heart and this was shown to him by the sacrifice of these birds. Among the four birds there was a peacock and the allusion in its sacrifice relates to the ornament and beauty of the present world. There was also a crow because of his greed a rooster because of his [strutting] walk and a duck because of his seeking provision. When Abraham عليه السلام said “Show me how You give life to the dead” it was said to him “Will you show Me how you sacrifice lifeḍ” which meant Ishmael-one demand [was made] for another. When [Abraham] fulfilled what was asked of him the Real fulfilled what he had requested. It is said that part of the promise from the Real سبحانه was that He took [Abraham] as a friend khalīl and the sign of that was [God's] reviving the dead through his hand.
مَّثَلُ ٱلَّذِينَ يُنْفِقُونَ أَمْوَالَهُمْ فِي سَبِيلِ ٱللَّهِ كَمَثَلِ حَبَّةٍ أَنبَتَتْ سَبْعَ سَنَابِلَ فِي كُلِّ سُنبُلَةٍ مِّئَةُ حَبَّةٍ وَٱللَّهُ يُضَاعِفُ لِمَن يَشَآءُ وَٱللَّهُ وَاسِعٌ عَلِيمٌ,The likeness of those who expend their wealth in the way of God is as the likeness of a grain of corn that sprouts seven ears in every ear a hundred grains; so God multiplies for whom He will; God is Embracing Knowing. The compensation for [those who expend their wealth in the way of God] is the garden. The compensation of those who expend their spir- its in the way of God is the Real سبحانه. What a difference between the compensation for one who expends his wealth and finds his reward and the [compensation for] one who expends his state and finds nearness! Expending wealth in His way [happens] by [giving] alms ṣadaqa and expending [one's] states in His way [happens] through constant sincerity ṣidq413 and by negating every worldly concern or portion so that you are pleased with the flowing of His decree over you without any frowning of the heart. The one who spoke for them said: I want to be with him but he wants me to depart. So I leave want I want for what he wants. There are two types of expenditure: the expending of worshipers ʿābidūn and the expending of ecstatics wājidūn. When worshipers give grain it multiplies for them seventy times to what is beyond reckoning. As for the ecstatics it is as it is said: There is nothing good we can bring that they will accept and if we do harm for them there is no erasure.
ٱلَّذِينَ يُنْفِقُونَ أَمْوَالَهُمْ فِي سَبِيلِ ٱللَّهِ ثُمَّ لاَ يُتْبِعُونَ مَآ أَنْفَقُواُ مَنّاً وَلاَ أَذًى لَّهُمْ أَجْرُهُمْ عِنْدَ رَبِّهِمْ وَلاَ خَوْفٌ عَلَيْهِمْ وَلاَ هُمْ يَحْزَنُونَ,Those who expend their wealth in the way of God then do not follow up their expenditure with a reminder of their generosity and injury their wage is with their Lord and no fear shall befall them neither shall they grieve. The reminder of generosity is proclaiming what you did. The injury is point- ing out your beneficence to the one who receives it. It is said that they expend what they expend but they most assuredly do not say anything about their actions or works. It is said “How can you give something while seeking to maintain your control416 and rights over itḍ” It is said that they do not remind others of what they have done for them but rather bear witness to the favor of God [who] grants them success in that [act of generosity].
قَوْلٌ مَّعْرُوفٌ وَمَغْفِرَةٌ خَيْرٌ مِّن صَدَقَةٍ يَتْبَعُهَآ أَذًى وَٱللَّهُ غَنِيٌّ حَلِيمٌ,Honorable words and forgiveness are better than voluntary almsgiving followed by injury; and God is Independent Forbearing. This means that words spoken to the one who is poor and deprived- responding to his overture without showing censure-are better and more perfect than the alms of one who is proud of what he does and then imposes an obligation for it. It is said that an acknowledgment from you to God of your weakness and sin and God's forgiveness for you in response to these words is better than alms adulterated with reproach and accompanied by injury.
يٰأَيُّهَا ٱلَّذِينَ آمَنُواْ لاَ تُبْطِلُواْ صَدَقَٰتِكُم بِٱلْمَنِّ وَٱلأَذَىٰ كَٱلَّذِي يُنْفِقُ مَالَهُ رِئَآءَ ٱلنَّاسِ وَلاَ يُؤْمِنُ بِٱللَّهِ وَٱلْيَوْمِ ٱلآخِرِ فَمَثَلُهُ كَمَثَلِ صَفْوَانٍ عَلَيْهِ تُرَابٌ فَأَصَابَهُ وَابِلٌ فَتَرَكَهُ صَلْداً لاَّ يَقْدِرُونَ عَلَىٰ شَيْءٍ مِّمَّا كَسَبُواْ وَٱللَّهُ لاَ يَهْدِي ٱلْقَوْمَ ٱلْكَافِرِينَ,O you who believe annul not your voluntary almsgivings with reproach and injury as one who expends of his substance to show off to men and believes not in God and the Last Day. The likeness of him is as the likeness of a smooth rock on which is soil and a torrent smites it and leaves it barren. They have no power over anything that they have earned. God guides not the disbelieving folk. That is the beauty of the gift comes from the Real سبحانه. There is no gift from created beings that can be attributed to anyone other than Him. Indeed gifts that come from created beings are the greatest test miḥna while witnessing the gift from God is the greatest blessing niʿma. The one who spoke for them said: There is no humility in your honoring important people. On the contrary humility is that you honor the lowly. It is said that the poorest of creatures is the one who considers himself lucky [because of his wealth and life of comfort] for his bankruptcy will become clear to him. Likewise the least of creatures in value is the one who thinks that he has something for that with which he did not reckon will appear to him from God.
وَمَثَلُ ٱلَّذِينَ يُنْفِقُونَ أَمْوٰلَهُمُ ٱبْتِغَآءَ مَرْضَاتِ ٱللَّهِ وَتَثْبِيتاً مِّنْ أَنْفُسِهِمْ كَمَثَلِ جَنَّةٍ بِرَبْوَةٍ أَصَابَهَا وَابِلٌ فَآتَتْ أُكُلَهَا ضِعْفَيْنِ فَإِن لَّمْ يُصِبْهَا وَابِلٌ فَطَلٌّ وَٱللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ  *  أَيَوَدُّ أَحَدُكُمْ أَن تَكُونَ لَهُ جَنَّةٌ مِّن نَّخِيلٍ وَأَعْنَابٍ تَجْرِي مِن تَحْتِهَا ٱلأَنْهَارُ لَهُ فِيهَا مِن كُلِّ ٱلثَّمَرَاتِ وَأَصَابَهُ ٱلْكِبَرُ وَلَهُ ذُرِّيَّةٌ ضُعَفَآءُ فَأَصَابَهَآ إِعْصَارٌ فِيهِ نَارٌ فَٱحْتَرَقَتْ كَذَلِكَ يُبَيِّنُ ٱللَّهُ لَكُمُ ٱلأيَٰتِ لَعَلَّكُمْ تَتَفَكَّرُونَ,But the likeness of those who expend their wealth seeking God's good pleasure and to confirm themselves is as the likeness of a garden upon a hill; a torrent smites it and it yields its produce twofold; if no torrent smites it then soft rain [falls upon it] and God sees what you do. Would any of you wish to have a garden of date palms and vines with rivers flowing beneath it for him there is in it all manner of fruit then old age smites him and he has seed but they are weak; then a whirlwind with fire smites it and it is consumed. So God makes clear the signs to you so that you might reflect. These are numerous signs that God mentions by way of striking similitudes for the sincere one and the hypocrite-while the one spends in the way of God the other spends his wealth in vain. While [the sincere] will obtain honor and compensation khalaf for themselves [the hypocrites] will receive only rejection in the present and nothing but ruin talaf in the end. While the effort of these remains worthy of thanks mashkūr those leave behind destruction thubūr and come to a blazing flame. The works of these thrive their wealth grows their states rise high before God and their end will be the communion [of lovers]. The works of those will come to nothing. Their states will be of loss their hopes sealed by misfortune and their curse doubled for them. It is said that the similitude of these is like the one who planted seed; his property thrived and his surplus grew. His branches grew high and his benefit multiplied. The similitude of those is like the one whose bargaining failed; his commodity [was] stolen and his stratagem came to naught in old age. His tribulations continued one after the other in every way and in every time. How can these two be equal as examplesḍ Do they have any resemblance to one anotherḍ
وَمَثَلُ ٱلَّذِينَ يُنْفِقُونَ أَمْوٰلَهُمُ ٱبْتِغَآءَ مَرْضَاتِ ٱللَّهِ وَتَثْبِيتاً مِّنْ أَنْفُسِهِمْ كَمَثَلِ جَنَّةٍ بِرَبْوَةٍ أَصَابَهَا وَابِلٌ فَآتَتْ أُكُلَهَا ضِعْفَيْنِ فَإِن لَّمْ يُصِبْهَا وَابِلٌ فَطَلٌّ وَٱللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ  *  أَيَوَدُّ أَحَدُكُمْ أَن تَكُونَ لَهُ جَنَّةٌ مِّن نَّخِيلٍ وَأَعْنَابٍ تَجْرِي مِن تَحْتِهَا ٱلأَنْهَارُ لَهُ فِيهَا مِن كُلِّ ٱلثَّمَرَاتِ وَأَصَابَهُ ٱلْكِبَرُ وَلَهُ ذُرِّيَّةٌ ضُعَفَآءُ فَأَصَابَهَآ إِعْصَارٌ فِيهِ نَارٌ فَٱحْتَرَقَتْ كَذَلِكَ يُبَيِّنُ ٱللَّهُ لَكُمُ ٱلأيَٰتِ لَعَلَّكُمْ تَتَفَكَّرُونَ,But the likeness of those who expend their wealth seeking God's good pleasure and to confirm themselves is as the likeness of a garden upon a hill; a torrent smites it and it yields its produce twofold; if no torrent smites it then soft rain [falls upon it] and God sees what you do. Would any of you wish to have a garden of date palms and vines with rivers flowing beneath it for him there is in it all manner of fruit then old age smites him and he has seed but they are weak; then a whirlwind with fire smites it and it is consumed. So God makes clear the signs to you so that you might reflect. These are numerous signs that God mentions by way of striking similitudes for the sincere one and the hypocrite-while the one spends in the way of God the other spends his wealth in vain. While [the sincere] will obtain honor and compensation khalaf for themselves [the hypocrites] will receive only rejection in the present and nothing but ruin talaf in the end. While the effort of these remains worthy of thanks mashkūr those leave behind destruction thubūr and come to a blazing flame. The works of these thrive their wealth grows their states rise high before God and their end will be the communion [of lovers]. The works of those will come to nothing. Their states will be of loss their hopes sealed by misfortune and their curse doubled for them. It is said that the similitude of these is like the one who planted seed; his property thrived and his surplus grew. His branches grew high and his benefit multiplied. The similitude of those is like the one whose bargaining failed; his commodity [was] stolen and his stratagem came to naught in old age. His tribulations continued one after the other in every way and in every time. How can these two be equal as examplesḍ Do they have any resemblance to one anotherḍ
يٰأَيُّهَا ٱلَّذِينَ آمَنُوۤاْ أَنْفِقُواْ مِن طَيِّبَاتِ مَا كَسَبْتُمْ وَمِمَّآ أَخْرَجْنَا لَكُم مِّنَ ٱلأَرْضِ وَلاَ تَيَمَّمُواْ ٱلْخَبِيثَ مِنْهُ تُنْفِقُونَ وَلَسْتُمْ بِآخِذِيهِ إِلاَّ أَن تُغْمِضُواْ فِيهِ وَٱعْلَمُوۤاْ أَنَّ ٱللَّهَ غَنِيٌّ حَمِيدٌ,O you who believe expend of the good things you have earned and of what We have produced for you from the earth and seek not the corrupt of it for your expending; for you would never take it yourselves without closing your eyes to it; and know that God is Independent Laudable. Let everyone consider what he expends on his own account and what is produced by the command of his Lord. That which is brought out against you is from your account book dīwān: That which has been designated for your worldly portion are the precious things you possess and that which has been designated for your Lord are the things of little value from your assets. That which is [given by you] for God's sake is but a morsel while that which is [given by God] for your sake is of the utmost value and [is] the most perfect in blessing. Then see how He forgives you and even accepts it from you. Nay look how He compensates you. Nay look how He praises you for it look how he ascribes it to you. Everything from Him is a favor but He ascribes it to you as an act. Therefore His gift is entrusted to you and the gift is called a reward. He expands you by giving you success from [His] kindness. Then [your expansion] spreads out into the world by [His] beneficence.
ٱلشَّيْطَانُ يَعِدُكُمُ ٱلْفَقْرَ وَيَأْمُرُكُم بِٱلْفَحْشَآءِ وَٱللَّهُ يَعِدُكُم مَّغْفِرَةً مِّنْهُ وَفَضْلاً وَٱللَّهُ وَاسِعٌ عَلِيمٌ,Satan promises you poverty and enjoins you to indecency but God promises you His pardon and His bounty; and God is Embracing Knowing. Satan promises poverty because of his poverty. God promises forgiveness because of His generosity. Satan promises you poverty and counsels you to hold on to what is known. It is said that [Satan] counsels you [to yield] and in yielding to him [you yield] to greed and there is no poverty worse than this. He promises you poverty by handing you over to your [own] direction tadbīr and your [own] preferences ikhtiyār. He promises you poverty to forget what you have become accustomed to from [God's] bounty. It is said that he promises you poverty in that he does not let your complaints cease. It is said that he promises you poverty by attaching your heart to what it does not need. It is said that [he promises you poverty] by deceiving you from seeing that [God] suffices. He enjoins you to indecency that is desire for the present world. It is said that [He enjoins you to indecency] through the bonds that strengthen greed. It is said that [He enjoins you to indecency] by multiplying [your] expec- tations and [urging you to] abandon contentment. It is said that [He enjoins you to indecency] by [urging you to] follow carnal desires and prefer worldly fortunes. It is said that [He enjoins you to indecency] by [urging you to] look to something other than Him and allow anything to enter [your] mind except Him. It is said that [He enjoins you to indecency] by going backward to the familiar territories of permissiveness and interpretive license after the truth has been made clear. It is said that [He enjoins you to indecency] by returning [you] to what you had renounced for God. But God promises you His pardon and His bounty: The bounty prom- ised in the here and now is contentment. In the future it is the reward the garden the vision the good pleasure pardon and forgiveness. It is said that it is victory in the here and now over the lower self. It is said that it is the opening of the door of deeper knowledge the spreading of the carpet of forgiveness and receiving the unveilings of intimacy.
يُؤْتِي الْحِكْمَةَ مَن يَشَآءُ وَمَن يُؤْتَ الْحِكْمَةَ فَقَدْ أُوتِيَ خَيْراً كَثِيراً وَمَا يَذَّكَّرُ إِلاَّ أُوْلُواْ ٱلأَلْبَابِ,He gives wisdom to whomever He will and he who is given wisdom has been given much good; yet none remembers but the people of pith. Wisdom ḥikma is the thought khāṬir of the Real ruling yaḥkum you not the caller of the lower self. The overpowering forces qawāhir of the Real rule you not the drivers zawājir of Satan. It is said that wisdom is rightness in affairs ṣawāb al-ʿumūr. It is said that [wisdom] is [not allowing] the frivolities of human nature to rule you. One who has no control ḥukm over his lower self has no control over anyone else. It is said that wisdom is being in conformity muwāfaqa with the command of God most high and foolishness is opposing mukhālafa His command. It is said that wisdom is bearing witness to the Real and foolishness is bearing witness to anything other than Him.
وَمَآ أَنفَقْتُمْ مِّن نَّفَقَةٍ أَوْ نَذَرْتُمْ مِّن نَّذْرٍ فَإِنَّ ٱللَّهَ يَعْلَمُهُ وَمَا لِلظَّالِمِينَ مِنْ أَنْصَارٍ,And whatever expenditure you expend and whatever vow you make surely God knows it. For the evildoers they have no helpers. He has promised His punishment to some people His reward to others and His knowledge to others. [Those promised punishment or reward] are ordinary people and [those promised knowledge] are the elect. God most high said “And submit patiently to the judgment of your Lord for surely you fare before Our eyes” [52:48]. There is nothing that causes the servant to fall from the eyes of God like opposing the covenants with Him in the heart. So let the aspirant be very wary of letting his soul err in that.
إِن تُبْدُواْ ٱلصَّدَقَاتِ فَنِعِمَّا هِيَ وَإِن تُخْفُوهَا وَتُؤْتُوهَا ٱلْفُقَرَآءَ فَهُوَ خَيْرٌ لَّكُمْ وَيُكَفِّرُ عَنكُم مِّن سَيِّئَاتِكُمْ وَٱللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ,If you proclaim your voluntary almsgivings it is a fine thing; but if you conceal them and give them to the poor that is even better for you; and it will absolve you of your evil deeds. God is aware of what you do. “If you reveal your companionship ṣuḥba with Us and make it public you have behaved generously and well. But if you protect Our secret from the intrusion of intermediaries between us you have kept the conditions of love widād and have raised up the lofty edifice of communion wuṣla.”
لَّيْسَ عَلَيْكَ هُدَاهُمْ وَلَـٰكِنَّ ٱللَّهَ يَهْدِي مَن يَشَآءُ وَمَا تُنْفِقُواْ مِنْ خَيْرٍ فَلأَنْفُسِكُمْ وَمَا تُنْفِقُونَ إِلاَّ ٱبْتِغَآءَ وَجْهِ ٱللَّهِ وَمَا تُنْفِقُواْ مِنْ خَيْرٍ يُوَفَّ إِلَيْكُمْ وَأَنْتُمْ لاَ تُظْلَمُونَ,You are not responsible for guiding them; but God guides whomever He will. And whatever good you expend is for yourselves; for then you are expending desiring only God's face and whatever good you expend shall be repaid to you in full and you will not be wronged. “[O Muḥammad] yours is the praiseworthy station al-maqām al-maḥmūd the firmly tied banner al-liwāÌ al-maʿqūd the noble degrees al-rutab al-sharīfa the high waystations al-manāzil al-ʿaliyya and the pleasing practices al-sunan al-marḌiyya. You are the leader of those who come first and those who come last. No one comes close to you and certainly [no one] equals you. But you are not responsible for their guidance. Guidance is among the special characteristics of Our right and not a sliver of it is given to another. O Muḥammad you call them but We guide them.”
لِلْفُقَرَآءِ ٱلَّذِينَ أُحصِرُواْ فِي سَبِيلِ ٱللَّهِ لاَ يَسْتَطِيعُونَ ضَرْباً فِي ٱلأَرْضِ يَحْسَبُهُمُ ٱلْجَاهِلُ أَغْنِيَآءَ مِنَ ٱلتَّعَفُّفِ تَعْرِفُهُم بِسِيمَاهُمْ لاَ يَسْأَلُونَ ٱلنَّاسَ إِلْحَافاً وَمَا تُنفِقُواْ مِنْ خَيْرٍ فَإِنَّ ٱللَّهَ بِهِ عَلِيمٌ,For the poor fuqarāÌ who are constrained in the way of God; and are unable to journey in the land; the ignorant man supposes them rich because of their abstinence; but you shall know them by their mark; they do not beg of men importunately. And whatever good you expend surely God has knowledge of it. The authority of reality sulṬān al-ḥaqīqa has obstructed every way for them; there is no way for them to travel to the east and no place to camp to the west. Whichever way they look they see the large tents of God's unity tawḥīd surrounding them: It is as if the wide road of the earth with all its vastness became narrow for me but it neither increased in length nor width. They do not take a single breath with what is created. How could they when nothing [truly] exists [except God]ḍ Thus any affirmation [of what does not truly exist] is a way of ascribing partners to the One God. The sincere poor man faqīr stands with God through God. Outsiders cannot behold him and created beings have no way to him. [God] makes [the poor fuqarāÌ] appear in the eyes of others in clothes like theirs. God most high said “the ignorant man supposes them rich because of their abstinence.” But for those who possess insight there is no ambiguity in anything in their states. “You shall know them O Muḥammad by their mark.” This mark is not one that appears to the physical eye but is a mark that the inner sight perceives. There is no beholding them except by the light of oneness. It is said that you will know them by their mark [which is] the rejoic- ing of their hearts at the breaking of their lower selves and the crying out of their innermost selves to the throne as their outward aspect withers beyond recovery. It is said that the brokenness of the outward form comes with the bro- kenness of the inward-indeed [with these poor] they do not beg of men importunately. If they do beg from created beings without being importune as the [QurÌānic] address suggests that is a protection for them and for the secret of their story because creatures will not view them as begging. In their innermost selves there is not a speck of affirmation for anything other [than God]. It is said [regarding those] who are constrained in the way of God that they hold to the decree of God and constrain their lower selves in obedi- ence to Him aḥṣarū nufūsahum ʿalā Ṭāʿatihi their hearts in knowing Him wa-qulūbahum ʿalā maʿrifatihi their spirits in loving Him wa-arwāḥahum ʿalā maḥabbatihi and their innermost selves in seeing Him wa-asrārahum ʿalā ruÌyatihi.
ٱلَّذِينَ يُنْفِقُونَ أَمْوَالَهُمْ بِٱللَّيْلِ وَٱلنَّهَارِ سِرّاً وَعَلاَنِيَةً فَلَهُمْ أَجْرُهُمْ عِندَ رَبِّهِمْ وَلاَ خَوْفٌ عَلَيْهِمْ وَلاَ هُمْ يَحْزَنُونَ,Those who expend their wealth night and day secretly and openly their wage awaits them with their Lord and no fear shall befall them neither shall they grieve. As long as they have wealth they do not become listless for even an hour in expending it night and day. When the wealth is depleted they do not become listless in bearing witness to Him at every moment night and day.
ٱلَّذِينَ يَأْكُلُونَ ٱلرِّبَٰواْ لاَ يَقُومُونَ إِلاَّ كَمَا يَقُومُ ٱلَّذِي يَتَخَبَّطُهُ ٱلشَّيْطَانُ مِنَ ٱلْمَسِّ ذَلِكَ بِأَنَّهُمْ قَالُوۤاْ إِنَّمَا ٱلْبَيْعُ مِثْلُ ٱلرِّبَٰواْ وَأَحَلَّ ٱللَّهُ ٱلْبَيْعَ وَحَرَّمَ ٱلرِّبَٰواْ فَمَن جَآءَهُ مَوْعِظَةٌ مِّنْ رَّبِّهِ فَٱنْتَهَىٰ فَلَهُ مَا سَلَفَ وَأَمْرُهُ إِلَى ٱللَّهِ وَمَنْ عَادَ فَأُوْلَـٰئِكَ أَصْحَابُ ٱلنَّارِ هُمْ فِيهَا خَالِدُونَ,Those who devour usury shall not rise again except as one whom Satan has made prostrate from touch; that is because they say “Trade is like usury”: God has permitted trade and forbidden usury. Whoever receives an admonition from his Lord and desists he shall have his past gains and his affair is committed to God; but whoever reverts-those are the inhabitants of the fire abiding therein. Those who turn away from the command giving themselves license from their own interpretation taÌwīl have neither secure independence in the present moment lā istiqlālun lahum fī l-ḥāl nor recovery in the end wa- lā intiʿāshun fī l-maÌāl. They lose in their current life khasirū fī ʿājilihim and have no profit in their future wa-lam yarbaḥū fī ājilihim. Those who heed the calls of admonition curb the bridle of their whims and do not give free rein to persist [in prohibited actions] are granted respite for the present. However if they return to these blameworthy states let them wait for the swiftest uprooting and sudden chastisement.
يَمْحَقُ ٱللَّهُ ٱلرِّبَٰواْ وَيُرْبِي ٱلصَّدَقَٰتِ وَٱللَّهُ لاَ يُحِبُّ كُلَّ كَفَّارٍ أَثِيمٍ,God effaces usury but He augments voluntary almsgivings with inter- est. God loves not any guilty ingrate. The behaviors He has permitted are connected to good things fa-maqrūnun bi-l-khayrāt and are accompanied by blessings wa-maṣḥūbun bi-l-barakāt while [behaviors] that arise from [personal] whims come to naught-loss is the end of the affair of one [who follows his own whims].
إِنَّ ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ وَأَقَامُواْ ٱلصَّلَٰوةَ وَآتَوُاْ ٱلزَّكَٰوةَ لَهُمْ أَجْرُهُمْ عِندَ رَبِّهِمْ وَلاَ خَوْفٌ عَلَيْهِمْ وَلاَ هُمْ يَحْزَنُونَ,Those who believe and perform righteous deeds and establish the prayer and pay the alms-their wage awaits them with their Lord and no fear shall befall them neither shall they grieve. That is “verily for those who have found what is from Us sufficient-indeed We do not leave the reward of those of good deeds to go to waste” [18:30]
يٰأَيُّهَا ٱلَّذِينَ آمَنُواْ ٱتَّقُواْ ٱللَّهَ وَذَرُواْ مَا بَقِيَ مِنَ ٱلرِّبَٰواْ إِن كُنْتُمْ مُّؤْمِنِينَ,O you who believe fear God and give up the usury that is outstand- ing if you are believers. Being content with what is promised mawʿūd by the Lord is better for the one who submits than attaching one's heart to what the lower self seeks maqṣūd. What you seek maqṣūd is from the deceptions of the lower self while what you are promised mawʿūd is guaranteed by the Real.
فَإِن لَّمْ تَفْعَلُواْ فَأْذَنُواْ بِحَرْبٍ مِّنَ ٱللَّهِ وَرَسُولِهِ وَإِنْ تُبْتُمْ فَلَكُمْ رُؤُوسُ أَمْوَٰلِكُمْ لاَ تَظْلِمُونَ وَلاَ تُظْلَمُونَ,But if you do not then be warned of war from God and His Messenger. Yet if you repent you shall have your principal sums not being unjust and no injustice being done to you. Those who willfully persist have no weight or measure miqdār before Us no standing or degree of dignity akhṬār.
وَإِن كَانَ ذُو عُسْرَةٍ فَنَظِرَةٌ إِلَىٰ مَيْسَرَةٍ وَأَن تَصَدَّقُواْ خَيْرٌ لَّكُمْ إِن كُنْتُمْ تَعْلَمُونَ,And if any man should be in difficulty then [let there be] respite till things are easier; but that you should give a voluntary almsgiving is better for you did you but know. When the insolvency of a detained man is determined before the judge it is not permissible to continue his detention. If the proof of the man's insolvency is demonstrated that [proof] is taken in security for what is due his adversary. But he is in a period of respite and delay. In that the Lord does not judge us but with His knowledge of our difficulties and weakness and the sincerity of our need for Him and our dedication to Him He is merciful with us. His words “till things are easier” [relate to] the poor insolvent man [who] has no way to obtain anything for himself except through what God سبحانه appoints for him as the portion of debtors. Income accrues to those who have the goods and the contract. What does the insolvent [per- son] have to do with itḍ What does the insolvent [person] have to do with profit in trade from the transformation of capital and what is done with itḍ What is left for the insolvent [person]ḍ The jurists say he must seek work if he is healthy. If he is weak then this [statement that he must seek work] applies only if he has enough physical strength. As for those who are bankrupt in vigor just as one is bankrupt in wealth what way remains for him except what his Protector appoints for himḍ
