Arabic,Tafseer
,
,
,
,
,
,
,
للَّهِ ما فِي ٱلسَّمَٰوٰتِ وَمَا فِي ٱلأَرْضِ وَإِن تُبْدُواْ مَا فِيۤ أَنْفُسِكُمْ أَوْ تُخْفُوهُ يُحَاسِبْكُمْ بِهِ ٱللَّهُ فَيَغْفِرُ لِمَن يَشَآءُ وَيُعَذِّبُ مَن يَشَآءُ وَٱللَّهُ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,"To God belongs all that is in the heavens, that is, all that is in the spiritual world in its entirety, His esoteric aspects, His attributes and the covers of His Unseen and the treasure-troves of His generosity, and all that is in the earth, that is, all that is in the corporeal world in its entirety, His exoteric aspects, His names and His acts witness the two worlds witness while He is witness of all things. Whether you disclose what is in your souls, He witnesses it through His names and His exoteric aspects and knows it and requites you for it, and if you hide it, He witnesses through His attributes and His esoteric aspects and knows it and requites you for it, then He will forgive whom He wishes, on account of that person's affirmation of [His] Oneness and the power of his certainty and that his misdeeds had been accidental and had not taken deep roots in his essence. God's wish is based on His wisdom; and He will chastise whom He wishes, on account of that person's corrupt inner conviction and his harbouring of doubt or the misdeeds that have taken deep root in his soul. And God has power over all things, and hence has the power to both to forgive and to chastise."
ءَامَنَ ٱلرَّسُولُ بِمَآ أُنْزِلَ إِلَيْهِ مِن رَّبِّهِ وَٱلْمُؤْمِنُونَ كُلٌّ آمَنَ بِٱللَّهِ وَمَلاۤئِكَتِهِ وَكُتُبِهِ وَرُسُلِهِ لاَ نُفَرِّقُ بَيْنَ أَحَدٍ مِّن رُّسُلِهِ وَقَالُواْ سَمِعْنَا وَأَطَعْنَا غُفْرَانَكَ رَبَّنَا وَإِلَيْكَ ٱلْمَصِيرُ,"The Messenger believes in what was revealed to him from his Lord: he has confirmed it by receiving it and assuming the character traits mentioned in it - as ʿĀÌisha said: 'His [the Prophet's] character was that of the QurÌān' - and his [spiritual] elevation and realisation by means of its significations; and the believers; each one believes in God, each one alone in totality, and in His angels, and in His Books, and His messengers, each one along in differentiation upon becoming upright, witnessing His Oneness in the form of that multiplicity, ascribing a wisdom to each one of His self-disclosures in one of His loci; 'we make no distinction: in other words, they say, 'we do not distinguish between any of them [either] by rejecting some or accepting others. Nor do we doubt that they are upon the truth and [sent] with the truth on account of [their] witnessing of the Oneness and [our] witnessing of the truth in them through the truth. And they say, 'We hear: that is, we have responded to our Lord with respect to His books, messengers and the sending down of His angels and we are upright in our behaviour; Your forgiveness, our Lord: that is, forgive us our existences and attributes and efface them through Your existence and the existence of Your attributes, to You is the homecoming', through the annihilation in You."
لاَ يُكَلِّفُ ٱللَّهُ نَفْساً إِلاَّ وُسْعَهَا لَهَا مَا كَسَبَتْ وَعَلَيْهَا مَا ٱكْتَسَبَتْ رَبَّنَا لاَ تُؤَاخِذْنَا إِن نَّسِينَآ أَوْ أَخْطَأْنَا رَبَّنَا وَلاَ تَحْمِلْ عَلَيْنَآ إِصْراً كَمَا حَمَلْتَهُ عَلَى ٱلَّذِينَ مِن قَبْلِنَا رَبَّنَا وَلاَ تُحَمِّلْنَا مَا لاَ طَاقَةَ لَنَا بِهِ وَٱعْفُ عَنَّا وَٱغْفِرْ لَنَا وَٱرْحَمْنَآ أَنتَ مَوْلَٰـنَا فَٱنْصُرْنَا عَلَى ٱلْقَوْمِ ٱلْكَافِرِينَ,"God charges no soul save to its capacity: He does not make it bear except what it has the capacity for and does not constrain therewith its endurance and its preparedness for [His] self-disclosures. For each person's share of the unveilings and self-disclosures is [commensurate with] what can be borne by the receptacle of his preparedness with which he has been endowed from pre-eternity [that stemmed] from the holiest effusion and will not constrain him; for it is what it is has merited, in the way of good things, knowledge, perfections and unveilings, wherever these be found, whether it be intentional on its [the soul's] part or unintentional, since these things derived from the world of light: good things are entirely essential to it [the soul] and their benefit returns to it [the soul], unlike the evil things, such as ignorance, despicable traits, acts of disobedience and deficiencies, which are dark affairs, alien to its [the soul's] substance and cannot harm it nor can their consequences befall it unless the soul is attracted to them, intentionally seeking them and actively acquiring them, which is why it is said in the ḥadīth that the guardian [angel] of the right records every good deed that issues from that person immediately, whereas the guardian of the left waits for six hours to pass before recording anything and if the person seeks forgiveness within these [six hours], repents and is remorseful, then nothing is recorded; but if that person persists, it is recorded. What is meant by the soul here [in this verse] is the essence, for otherwise the matter would be the converse. Therefore the significance [of the verse] is that He does not charge it except what it can bear and what is eased for it in the way of works regardless of the extent of the effort and the power [involved]. [The form] kasb is mentioned in the context of 'good' because it [signifies that the soul] is not concerned with it nor active in seeking it; [the form] al-iktisāb is mentioned in the context of 'evil' because it [signifies that the soul] is attracted to it and active in and intentionally seeking it, given that it is a repository of evil. Our Lord, take us not to task if we forget, Your covenant, or err, when we act other than in Your cause or that of the QurÌān in order to part with You and be veiled from You, for we are strangers, remote [from You], for a long time journeying away from You, tried through the darknesses by all sorts of afflictions and we have neither value nor measure in Your presence until You have taken us to task for our sins; our Lord, burden us not with a load, in our selves, our attributes and our actions such that You burden us and imprison us in our places, banished from You, for there is nothing more burdensome than such [a predicament]; such as You did lay upon those before us, from among those who veiled themselves with the outward aspects of acts or the inward aspects of the attributes."
الۤمۤ,Alif Lām Mīm.
ٱللَّهُ لاۤ إِلَـٰهَ إِلاَّ هُوَ ٱلْحَيُّ ٱلْقَيُّومُ,"God! There is no god except Him, the Living, the Eternal: the interpretation of this [verse] has already been [given]."
نَزَّلَ عَلَيْكَ ٱلْكِتَٰبَ بِٱلْحَقِّ مُصَدِّقاً لِّمَا بَيْنَ يَدَيْهِ وَأَنزَلَ ٱلتَّوْرَاةَ وَٱلإِنْجِيلَ,"He has revealed to you the Book by the truth, He has elevated you from level to level and from grade to grade by sending down the Book to you showing the way to the knowledge of the affirmation of the Oneness which is the Truth with respect to the union called the Gathering-intellect (ʿaql qirānī), confirming what was before it, of the pre-eternal affirmation of Oneness that has preceded, and which is known in the first covenant that is stored in the Unseen of preparedness, and He revealed the Torah and the Gospel,"
مِن قَبْلُ هُدًى لِّلنَّاسِ وَأَنزَلَ ٱلْفُرْقَانَ إِنَّ ٱلَّذِينَ كَفَرُواْ بِآيَاتِ ٱللَّهِ لَهُمْ عَذَابٌ شَدِيدٌ وَٱللَّهُ عَزِيزٌ ذُو ٱنْتِقَامٍ,"before, in that way, [as guidance to people] then, He revealed the Criterion, that is, the differentiated affirmation of Oneness with respect to the dispersion called the Differentiating-intellect (ʿaql furqānī), which is the source of uprightness and the starting point of the mission. As for those who disbelieve in God's signs, that is, those who have veiled themselves from these two aspects of the affirmation of the Oneness by the loci of manifestation and the engendered things which in reality constitute the signs of the affirmation of the Oneness, for them awaits a terrible chastisement, by way of distance and privation, for God is Mighty, that is, vanquishing, Lord of Retribution: whose description cannot be made nor its quintessence fathomed nor its like be paralleled by any retributer."
إِنَّ ٱللَّهَ لاَ يَخْفَىٰ عَلَيْهِ شَيْءٌ فِي ٱلأَرْضِ وَلاَ فِي ٱلسَّمَآءِ,"Truly God, nothing whatever is hidden from Him, in the worlds, knowing as He does the times and places of retribution."
,
هُوَ ٱلَّذِيۤ أَنزَلَ عَلَيْكَ ٱلْكِتَابَ مِنْهُ آيَاتٌ مُّحْكَمَاتٌ هُنَّ أُمُّ ٱلْكِتَابِ وَأُخَرُ مُتَشَابِهَاتٌ فَأَمَّا الَّذِينَ في قُلُوبِهِمْ زَيْغٌ فَيَتَّبِعُونَ مَا تَشَابَهَ مِنْهُ ٱبْتِغَاءَ ٱلْفِتْنَةِ وَٱبْتِغَاءَ تَأْوِيلِهِ وَمَا يَعْلَمُ تَأْوِيلَهُ إِلاَّ ٱللَّهُ وَٱلرَّاسِخُونَ فِي ٱلْعِلْمِ يَقُولُونَ آمَنَّا بِهِ كُلٌّ مِّنْ عِندِ رَبِّنَا وَمَا يَذَّكَّرُ إِلاَّ أُوْلُواْ ٱلأَلْبَابِ,"He it is Who revealed to you the Book] wherein are verses [that are] clear, above that they should be susceptible to polyvalence or ambiguity, supporting only one meaning, forming the Mother, that is, the original, Book, and others ambiguous, supporting two or more meanings and in whose case truth and falsehood are ambiguous. That is because the Truth, exalted be He, has one face which is the absolute abiding face after the annihilation of creation and which does not allow for multiplicity or plurality. He also has multiple additional faces, a plurality in accordance with the mirrors of the loci of manifestation, and these [faces] are what become manifest of that one face according to the preparedness of each locus of manifestation, in these [faces] truth can become enmeshed in falsehood. The revelation came in this manner so that the ambiguous [verses] turn towards the faces of the many forms of preparedness and thus every one attaches to that which is appropriate to it and the testing and trial become manifest. As for the verifying gnostics who know the abiding face in whatever form or figure it may take, they know the true face from the faces conveyed by the ambiguous verses and so they refer these back to the clear [unambiguous] verses, exemplifying the saying of the poet:"
رَبَّنَا لاَ تُزِغْ قُلُوبَنَا بَعْدَ إِذْ هَدَيْتَنَا وَهَبْ لَنَا مِن لَّدُنْكَ رَحْمَةً إِنَّكَ أَنْتَ ٱلْوَهَّابُ,"Our Lord, do not cause [our hearts] to deviate, from orienting [themselves] towards Your Side and hastening to seek Your encounter and to stand by Your gate, by the temptation of the love of this world and the overpowering of caprice and the inclining towards the soul and its attributes and to stand content with its shares and its pleasures, after You have guided us, by Your light to Your straight path and the upright religion, and by the glories of Your face to Your glorious beauty, and give us from You a mercy, from Your Merciful Name (raḥīmiyya), that will efface our attributes through Your attributes and our darknesses by Your lights. You indeed are the Bestower."
رَبَّنَآ إِنَّكَ جَامِعُ ٱلنَّاسِ لِيَوْمٍ لاَّ رَيْبَ فِيهِ إِنَّ ٱللَّهَ لاَ يُخْلِفُ ٱلْمِيعَادَ,"Our Lord, You shall gather mankind for a day of which there is no doubt, that is, He will gather them for the Day of Gathering which is the arrival at the station of the unity that comprehends the entirety of creation, the first and the last, such that they shall have no lingering doubt in that locus of witnessing of theirs."
إِنَّ ٱلَّذِينَ كَفَرُواْ لَن تُغْنِيَ عَنْهُمْ أَمْوَالُهُمْ وَلاَ أَوْلاَدُهُم مِّنَ ٱللَّهِ شَيْئاً وَأُولَـٰئِكَ هُمْ وَقُودُ ٱلنَّارِ,"[As for the disbelievers] neither their riches nor their children will avail them against God, nay, these are the cause of their being veiled and their distance from God and their being chastised by His chastisement because of the intensity of their attachment to these [things] and their love of these."
,
,
قَدْ كَانَ لَكُمْ آيَةٌ فِي فِئَتَيْنِ ٱلْتَقَتَا فِئَةٌ تُقَاتِلُ فِي سَبِيلِ ٱللَّهِ وَأُخْرَىٰ كَافِرَةٌ يَرَوْنَهُمْ مِّثْلَيْهِمْ رَأْيَ ٱلْعَيْنِ وَٱللَّهُ يُؤَيِّدُ بِنَصْرِهِ مَن يَشَآءُ إِنَّ فِي ذٰلِكَ لَعِبْرَةً لأُوْلِي ٱلأَبْصَارِ,"There has already been a sign for you, O wayfaring folk, [a sign] that is proof of your perfection and your attainment of the affirmation of Oneness, in two hosts that met, one group, constituting the spiritual faculties, which are God's folk and His hosts, fighting in the way of God; and another, constituting the hosts of the soul and the assistants of the devils who are veiled from the Truth. You will see the former group twice the number of these [latter] when the two [groups] meet one another in the battle of the body, [and that is] because of the former group is aided by the light of God and His granting of success, while the latter group is forsaken and abased, incapable, too weak and severed from the world of [divine] aid and power. Thus the former group defeat the latter and subdue them with God's aid and assistance, and expend their property, namely, the objects of their perception and the objects of their knowledge in for the cause of knowing God and affirming His Oneness; for God confirms with His help whom He will, from among the recipients of His solicitude who are prepared for His encounter. Surely in that is a lesson, that is, a consideration or something to be considered in order to arrive at the truth for those endowed with the faculty of vision, the eyes of whose insights have been opened and coloured by the light of the certainty that comes from knowledge, from among the people of the spiritual path (ṭarīqa), by which they consider their states at the end."
زُيِّنَ لِلنَّاسِ حُبُّ ٱلشَّهَوَاتِ مِنَ ٱلنِّسَاءِ وَٱلْبَنِينَ وَٱلْقَنَاطِيرِ ٱلْمُقَنْطَرَةِ مِنَ ٱلذَّهَبِ وَٱلْفِضَّةِ وَٱلْخَيْلِ ٱلْمُسَوَّمَةِ وَٱلأَنْعَامِ وَٱلْحَرْثِ ذٰلِكَ مَتَاعُ ٱلْحَيَاةِ ٱلدُّنْيَا وَٱللَّهُ عِنْدَهُ حُسْنُ ٱلْمَآبِ,"Beautified for mankind is love of lusts, because man is composite of the higher world and the lower one, and from the time of his configuration and his birth, his primordial nature is veiled and the fire of his instinct subsides, while the light of his insight is extinguished by the veils of nature and the corporeal coverings and the bitter water of sensual pleasures as well as the tempestuous winds of animal lusts so that he becomes abandoned by the Truth in the abodes of estrangement and the habitations of darkness, carried along through trials of various kinds of toils and troubles, when suddenly he finds a shimmering light of discernment and a flash of lightning from the world of the intellect and a summoner [all of which are] calling him away from caprice and Satan and so he falls [this summoner] and chances upon an exalted waystation and an elegant garden in which there is all that the souls can desire and the eyes can delight in. He takes up his abode therein, grateful for his effort and satisfied with his [new] dwelling, saying:"
قُلْ أَؤُنَبِّئُكُمْ بِخَيْرٍ مِّن ذٰلِكُمْ لِلَّذِينَ ٱتَّقَوْا عِندَ رَبِّهِمْ جَنَّاتٌ تَجْرِي مِن تَحْتِهَا ٱلأَنْهَارُ خَالِدِينَ فِيهَا وَأَزْوَاجٌ مُّطَهَّرَةٌ وَرِضْوَانٌ مِّنَ ٱللَّهِ وَٱللَّهُ بَصِيرٌ بِٱلْعِبَادِ,"Say: 'Shall I tell you of something better than thatḍ, then there will issue forth from his interior a yearning and a fervent love because of the motion of the higher part towards its focus: his fire that had subsided re-ignites and there cascade upon him in succession flashes of the divine lights and the risings of the holy illuminations, such that the light of his insight that had been extinguished is now illumined and the veils that had prevented his primordial nature from seeking the [true] resting-place and the [ultimate] abode become thin; the life which he leads is spoiled and his way becomes sullied and what he had deemed pure of the life of this world now seems dark; the vehemence of caprice subsides by the subduing of the spiritual part the corporeal one. He now tastes the sweet water of true life and no longer has patience for the bitter salty one and his heart pursues the inclinations of certainty after the small draughts which he imbibed from the running spring water, knowing [now] that it had been hidden beneath the earth. He seeks the radiance of the light of the stars at night deeming it to be day and exits therefrom whereupon he finds himself in open country wherein the water is brackish and various kinds of grasses such as weeds and watercress. He thinks these aromatic plants and fruits but at this discovery he finds himself barred from the light of the sun and the various scents and fruits; thereupon he resolves to depart for the return [to the spiritual] but he is overcome by the loneliness of estrangement [from what he has seen]; yet he guards against what he has deemed good and delightful and journeys on leaving it behind until the day when the morning light of the eye of certainty shines forth and it is time for the rising of the sun of the unity, he sees a garden the vision of which perplexes his eyesight and the description of which dazzles his intellect and so it is the like of which no eye has ever seen, no ear has ever heard nor has ever occurred to the mind of man. And when he awakes and the sun has risen, he will find therein close friends and beloved ones and he will know that that [place] is his final lodging and abode."
ٱلَّذِينَ يَقُولُونَ رَبَّنَآ إِنَّنَآ آمَنَّا فَٱغْفِرْ لَنَا ذُنُوبَنَا وَقِنَا عَذَابَ ٱلنَّارِ,"Those who say: “O, Our Lord, we believe, in the lights of Your acts and attributes, so forgive us our sins, that is, the sins of our existences by Your essence, and guard us from the chastisement of the Fire”, that is, the fire of abandonment and the existence of those who remain,"
ٱلصَّابِرِينَ وَٱلصَّادِقِينَ وَٱلْقَانِتِينَ وَٱلْمُنْفِقِينَ وَٱلْمُسْتَغْفِرِينَ بِٱلأَسْحَارِ,"the patient, who endure the ordeals of spiritual struggle and discipline, those who are truthful, in love and the will [for this struggle], obedient, in wayfaring towards it and in it, expenders, of all else in the form of their wealth, their acts, their attributes, their souls and essences, imploring God's pardon, for the sins of their variegations and their remains at the daybreaks of the days of luminous self-disclosures at the emergence of the rising points of the lights and the manifestation and good tidings of the morning of the Day of the Greater Resurrection in the celestial horizons, whereupon He answers their call at the moment of the rising of the sun of the Essence from the setting of their existence so that there no longer remains any setting, saying:"
شَهِدَ ٱللَّهُ أَنَّهُ لاَ إِلَـٰهَ إِلاَّ هُوَ وَٱلْمَلاَئِكَةُ وَأُوْلُواْ ٱلْعِلْمِ قَآئِمَاً بِٱلْقِسْطِ لاَ إِلَـٰهَ إِلاَّ هُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ,"God bears witness that there is no god except Him: the abiding Face rises to bear witness by Its essence at the station of the union to Its Oneness, for there will no longer be any witness or thing to be witnessed other than Him. He then returns to the station of differentiation and witnesses by Himself together with others to His Oneness at that locus of witnessing, saying: and the angels, and those of knowledge, upholding justice, that is, He establishes justice in the differentiations of His loci of manifestation and their multiple forms, that which constitutes the shadow of Oneness outside the union, by granting every truthful one in accordance with his preparedness and merit what is due to him from His generosity and perfection and [by] His self-disclosure within him in accordance with the capacity of his receptacle; there is no god except Him, in both loci of witnessing, the Mighty, the Vanquisher who vanquishes everything at the level of union so that none can reach Him, the Wise, who through His wisdom governs everything and grants it what is appropriate [for it] at the level of differentiation."
إِنَّ ٱلدِّينَ عِندَ ٱللَّهِ ٱلإِسْلاَمُ وَمَا ٱخْتَلَفَ ٱلَّذِينَ أُوتُواْ ٱلْكِتَابَ إِلاَّ مِن بَعْدِ مَا جَآءَهُمُ ٱلْعِلْمُ بَغْياً بَيْنَهُمْ وَمَن يَكْفُرْ بِآيَاتِ ٱللَّهِ فَإِنَّ ٱللَّهَ سَرِيعُ ٱلْحِسَابِ,"Lo!, the religion with God, is this affirmation of the Oneness which He Himself has established. His religion is the religion of the submission of countenances, as Abraham, may God bless him and grant him peace, said: I have surrendered my countenance to God [Q. 3:20], that is, [I have surrendered] my soul and my totality, and I have divested myself of my egoism and thereby am annihilated in Him. God, exalted be He, commands His beloved, blessings and peace be upon him, to say:"
فَإنْ حَآجُّوكَ فَقُلْ أَسْلَمْتُ وَجْهِيَ للَّهِ وَمَنِ ٱتَّبَعَنِ وَقُلْ لِّلَّذِينَ أُوتُواْ ٱلْكِتَٰبَ وَٱلأُمِّيِّينَ أَأَسْلَمْتُمْ فَإِنْ أَسْلَمُواْ فَقَدِ ٱهْتَدَواْ وَّإِن تَوَلَّوْاْ فَإِنَّمَا عَلَيْكَ ٱلْبَلَٰغُ وَٱللَّهُ بَصِيرٌ بِٱلْعِبَادِ,"So if they dispute with you, say: 'I have surrendered my countenance to God and whoever follows me'…"
إِنَّ ٱلَّذِينَ يَكْفُرُونَ بِآيَاتِ ٱللَّهِ وَيَقْتُلُونَ ٱلنَّبِيِّينَ بِغَيْرِ حَقٍّ وَيَقْتُلُونَ ٱلَّذِينَ يَأْمُرُونَ بِٱلْقِسْطِ مِنَ ٱلنَّاسِ فَبَشِّرْهُم بِعَذَابٍ أَلِيمٍ,"Those who disbelieve in the signs of God, that is, those who are veiled from [the true] religion, and slay the prophets without right, veiled as they are by their [own] religion, refusing all except that to which they are delimited [of beliefs] and which they follow by imitation, while the prophets summon them to the affirmation of Oneness and prohibit them from delimitation, and so they slay them; and slay those who enjoin to equity, from among their followers, for equity is the shadow of the affirmation of Oneness - thus he for whom this [affirmation] has not been perfected is not capable of being equitable. For they, by their delimitation to their religion have become veiled and are consequently veiled by their injustice from equity. That is why they oppose them and slay them."
أُولَـٰئِكَ ٱلَّذِينَ حَبِطَتْ أَعْمَالُهُمْ فِي ٱلدُّنْيَا وَٱلآخِرَةِ وَمَا لَهُمْ مِّن نَّاصِرِينَ,"Those are the ones whose works have failed, those [works] which they performed while following the religion of their prophets and that is because while they were following blindly their prophet they were still saved by virtue of their following [him], since their prophets were their intercessors mediating between them and God in order to procure for them the [divine] effusion; but when they denied the prophets and their just followers they were contravening their particular prophet, since all prophets follow one creed in reality, namely, the belief in the Oneness [of God], without distinguishing between them, being as they are [all] upon the one [single] truth. Thus he who contravenes one [prophet] has in effect contravened all. Likewise, he who contravenes the upholders of justice from among the followers of the prophets is himself unjust and he who is unjust has, by virtue of his injustice, abandoned the following [of prophets]; similarly the denier of the followers is a denier of those who are followed, and the denier of the shadow [of God's Oneness] is a denier of the Essence, abandoning Its light. Once they have contravened their prophet there no longer exists any contact or correspondence between them and him that enables [the procurement of] effusion from His light and they are thus veiled from His light. Although their works had been illumined by His light by virtue of their following [the prophet], not because of any essential light that these [works] possess, since they are not produced out of certainty, once they are veiled from their prophet the accidental light [of these works] disappears and they become dark and like all other evil deeds from among the attributes of the commanding soul. Here [the following comes to mind], something which I have heard on more than one occasion: the slaying of the disbelievers of the faculties of the commanding soul at the hands of the prophets of the hearts and the justice-commanding spiritual faculties."
,
,
,
قُلِ ٱللَّهُمَّ مَالِكَ ٱلْمُلْكِ تُؤْتِي ٱلْمُلْكَ مَن تَشَآءُ وَتَنزِعُ ٱلْمُلْكَ مِمَّنْ تَشَآءُ وَتُعِزُّ مَن تَشَآءُ وَتُذِلُّ مَن تَشَآءُ بِيَدِكَ ٱلْخَيْرُ إِنَّكَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,"Say: 'O God, Possessor of Mastery, You possess mastery of the world of bodies absolutely, disposing of it [however You wish], there being none who have mastery or disposal or effect in it other than You. You give mastery to whom You will, granting him disposal over some of it; and seize mastery from whom You will, by assigning that [power of] disposal in the hands of someone other than him, except that there really is no other [than You] there, rather You turn it about from one hand to another, for You are the [only] disposer in all cases in accordance with the different loci of manifestation; You exalt whom You will, by casting upon him a light from the lights of Your glory, for Truly glory belongs altogether to God [Q. 4:139]; and You abase whom You will, by stripping him of the garb of Your glory leaving him abased; in Your hand is good, all of it, and You are the absolute Powerful One, giving in accordance with Your will, at times self-disclosing Yourself in a certain locus of manifestation with the attributes of glory and grandeur, garbing that [locus] with the vestment of glory and splendour, and at others with the attributes of vanquisher and abaser, garbing that [locus] with the vestment of ignominy and lowliness; sometimes with the attribute of exalter but You are [in reality] abasing, and sometimes with the attribute of abaser while You are exalting; sometimes with the attribute of independent and You give wealth, sometimes with the attribute of availer but You make [that person] poor, that is, You avail him of wealth, indigent without need of anything."
تُولِجُ ٱللَّيْلَ فِي ٱلْنَّهَارِ وَتُولِجُ ٱلنَّهَارَ فِي ٱلْلَّيْلِ وَتُخْرِجُ ٱلْحَيَّ مِنَ ٱلْمَيِّتِ وَتُخْرِجُ ٱلَمَيِّتَ مِنَ ٱلْحَيِّ وَتَرْزُقُ مَن تَشَآءُ بِغَيْرِ حِسَابٍ,"You make the night to pass into the day and You make the day to pass into the night: You make the darkness of the soul enter the light of the heart rendering it dark, and You make the light of the heart enter the darkness of the soul so that it is illumined by the mixture of the two despite the lack of correspondence between them. You bring forth the living, that is, the one whose heart is alive, from the dead, that is, from the one whose soul is dead, [and You bring forth] the one with the dead soul from the one with the living heart; indeed, You bring forth the one who is alive with knowledge and gnosis from the one who is dead with ignorance, and You bring forth the one dead with ignorance from the one alive with knowledge veiling him from the light, as was the case with Balʿam b. Bāʿūrā; and You provide whom You will, in the way of both outward and inward graces, or in the way of one of the two, without reckoning'."
لاَّ يَتَّخِذِ ٱلْمُؤْمِنُونَ ٱلْكَافِرِينَ أَوْلِيَآءَ مِن دُونِ ٱلْمُؤْمِنِينَ وَمَن يَفْعَلْ ذٰلِكَ فَلَيْسَ مِنَ ٱللَّهِ فِي شَيْءٍ إِلاَّ أَن تَتَّقُواْ مِنْهُمْ تُقَـٰةً وَيُحَذِّرُكُمُ ٱللَّهُ نَفْسَهُ وَإِلَىٰ ٱللَّهِ ٱلْمَصِيرُ,"Let not the believers take the disbelievers as friends, rather than the believers, for there is no correspondence between the two in reality. Friendship cannot be except in the case of similarity of genus and correspondence; for in that case the love between them [the believers and the disbelievers] could not be essential, rather it would be manufactured and artificial by virtue of its being a superficial show and an act of hypocrisy, which are traits far removed from truth as these are all veils of darkness, since if they [the believers] did not possess a darkness within them that corresponded to the state of disbelief they would not be able to mix or associate with them - for whoever does that, does not belong to God in anyway, that is, [he does not] belong to the friendship of God in anyway that he can rely on, since they possess no pure luminosity with which they would merit correspondence to the divine presence - unless you protect yourselves against them, as a safeguard, that is, unless you fear something from their part, in which case one must take precautions, in which you case you associate with them outwardly without there being any love for them in your hearts: but even that can only be as a result of the weakness of [your] certainty, for if certainty were to overtake their hearts, they would fear only God, exalted be He, and they would witness the significance of God's words: And if God afflicts you with some hurt, there is none who can remove it except Him; and if He desires good for you, there is none who can repel His bounty [Q. 10:107], and they would [in that case] fear none other than Him and hope for [the favour of] none other than Him, which is why He follows [this verse] with the words: And God warns you of His Self, that is, He calls you to the eyewitnessed affirmation of Oneness, so that your caution be against none other than His Self; and to God is the journey's end, so guard against none other than Him, for He is the One observing your innermost secrets and overt actions, the One Able to requite you if you were to associate with His enemies or to fear them, either secretly or openly."
,
يَوْمَ تَجِدُ كُلُّ نَفْسٍ مَّا عَمِلَتْ مِنْ خَيْرٍ مُّحْضَراً وَمَا عَمِلَتْ مِن سُوۤءٍ تَوَدُّ لَوْ أَنَّ بَيْنَهَا وَبَيْنَهُ أَمَدَاً بَعِيداً وَيُحَذِّرُكُمُ ٱللَّهُ نَفْسَهُ وَٱللَّهُ رَؤُوفٌ بِٱلْعِبَادِ,"The day every soul shall find, [to the end of] the verse: everything that a human being does or says produces an effect in his soul and becomes engraved in his soul. If this happens over and over again, the engraving becomes a deeply-rooted disposition and is thus engraved onto the scrolls of the heavenly souls. But he is distracted from the configurations of his soul and the things engraved upon it by the distractions of the senses and by the estimative and imaginative perceptions, having no time for them. When his soul departs from his body and there remains nothing to distract it from its configurations and the things engraved upon it, it will find its good or evil deeds presented [to it] before it. If it is evil deeds, it will wish that a great distance separated it from that Day or that deed on account of the chastisement it is undergoing as a result of that [deed]. If these configurations and engravings are deeply-rooted they will constitute that [soul's] form; otherwise it will receive a requital commensurate with that [deed]. This [statement] is repeated: God warns you of His Self: reiterating [for emphasis], lest they do something that then warrants His punishment; and God is Kind to His servants, which is why He warns them against evil deeds, in the way that a caring parent cautions the child against what would bring about ruin [for that child]."
قُلْ إِن كُنتُمْ تُحِبُّونَ ٱللَّهَ فَٱتَّبِعُونِي يُحْبِبْكُمُ ٱللَّهُ وَيَغْفِرْ لَكُمْ ذُنُوبَكُمْ وَٱللَّهُ غَفُورٌ رَّحِيمٌ,"Say: 'If you love God, follow me, and God will love you: because the Prophet is His beloved and every person who claims love [of God] is required to follow him [the Prophet, for the beloved of a beloved is beloved, which is why love of the Prophet becomes obligatory. To love him [the Prophet] entails following him and wayfaring along his path in words, deeds, character, [spiritual] state, way of life and beliefs. The claim of love can only be in this manner, for he [the Propher] is the pole of [divine] love and the locus of its manifestation; his path is the talisman of [divine] love. The one who enjoys no share in his [the Prophet's] path has no share of [divine] love. If, on the other hand, he follows him sincerely, his inward aspect, his inmost consciousness, his heart and his soul will correspond to the Prophet's inward aspect, inmost consciousness, heart and soul, and since he [the Prophet] is the locus of manifestation of the [divine] love, by such a correspondence, that follower will necessarily enjoy a portion of God's love commensurate with his share of the following. God then casts His love upon that person and the light of that [divine] love travels from the inner aspect of the Prophet's spirit to him and he becomes a beloved of God and loving of God. If that person should not follow him, then his inward aspect will be in opposition to the inward aspect of the Prophet and he will then be far removed from the qualifications of [divine] love and love will be removed from his heart instantly, since if God does not love that person, he will not be loving of Him; and forgive you your sins, just as He forgave his beloved [Prophet] where He said: So that God may forgive you what is past of your sin and what is to come [Q. 48:2]. His [the Prophet's] past sin is his essence, while his sin to come is his attributes. Likewise is the case with the sins of the followers, just as God, exalted be He, says: '[My] servant does not cease to approach Me …' to the end of the [divine] ḥadīth. God is Forgiving, erasing the sins of your attributes and essences, Merciful, endowing you with existence and attributes deriving from [Him] the Truth that are better [than those sins]. He then descends from this station, since it is more difficult [to secure] than red sulphur, and He calls them to a more general station than the station of love, namely, the station of will, saying:"
