Arabic,Tafseer
وَلَوْ أَنَّ أَهْلَ ٱلْقُرَىٰ ءَامَنُواْ وَٱتَّقَواْ لَفَتَحْنَا عَلَيْهِمْ بَرَكَٰتٍ مِّنَ ٱلسَّمَآءِ وَٱلأَرْضِ وَلَـٰكِن كَذَّبُواْ فَأَخَذْنَٰهُمْ بِمَا كَانُواْ يَكْسِبُونَ,"(And if the people of the township) whose people We destroyed (had believed) in the Scripture and messengers (and kept from evil) disbelief, idolatry, indecencies and had further repented, (surely We should have opened for them, blessings from the sky) through rain (and from the earth) through vegetation and fruits. (But they gave the lie) to My messengers and Scriptures, (and so We seized them) by inflicting upon them drought, lack of fruits and punishment (on account of what they used to earn) i.e. because of giving the lie to the prophets and Scriptures."
أَفَأَمِنَ أَهْلُ ٱلْقُرَىٰ أَن يَأْتِيَهُمْ بَأْسُنَا بَيَٰتاً وَهُمْ نَآئِمُونَ,"(Are the people of the townships) the people of Mecca (then secure from the coming of Our wrath) Our punishment, (upon them as a night-raid while they sleep) and are completely unaware of it?"
أَوَ أَمِنَ أَهْلُ ٱلْقُرَىٰ أَن يَأْتِيَهُمْ بَأْسُنَا ضُحًى وَهُمْ يَلْعَبُونَ,(Or are the people of the townships then secure from the coming of Our wrath upon them in the daytime while they play) i.e. engaging in falsehood?
أَفَأَمِنُواْ مَكْرَ ٱللَّهِ فَلاَ يَأْمَنُ مَكْرَ ٱللَّهِ إِلاَّ ٱلْقَوْمُ ٱلْخَاسِرُونَ,(Are they then secure from Allah's scheme) i.e. Allah's punishment? (None deemeth himself secure from Allah's scheme) Allah's punishment (save folk that perish) the disbelievers.
أَوَلَمْ يَهْدِ لِلَّذِينَ يَرِثُونَ ٱلأَرْضَ مِن بَعْدِ أَهْلِهَآ أَن لَّوْ نَشَآءُ أَصَبْنَاهُمْ بِذُنُوبِهِمْ وَنَطْبَعُ عَلَىٰ قُلُوبِهِمْ فَهُمْ لاَ يَسْمَعُونَ,"(Is it not an indication) is it not clear (to those who inherit the land) the land of Mecca (after its people) after the destruction of its people (that, if We will, We can smite them) punish them (for their sins) as We punished nations before them (and print upon) such that We seal (their hearts so that they hear not) guidance and believe not in Muhammad (pbuh) or the Qur'an?"
تِلْكَ ٱلْقُرَىٰ نَقُصُّ عَلَيْكَ مِنْ أَنبَآئِهَا وَلَقَدْ جَآءَتْهُمْ رُسُلُهُم بِٱلْبَيِّنَٰتِ فَمَا كَانُواْ لِيُؤْمِنُواْ بِمَا كَذَّبُواْ مِن قَبْلُ كَذَٰلِكَ يَطْبَعُ ٱللَّهُ عَلَىٰ قُلُوبِ ٱلْكَٰفِرِينَ,"(Such were the townships) whose people We had destroyed. (We relate) We send you Gabriel with (some tidings of them) with the story of their destruction (unto thee (Muhammad). Their messengers verily came unto them with clear proofs) with commands, prohibitions and signs, (but they could not believe) in the Scriptures or messengers (because they had before denied) i.e. on the Day of the Covenant; it is also said the last of nations did not believe in that which the first of nations disbelieved. (Thus doth Allah print upon) seal (the hearts of disbelievers) in Allah as it is in the knowledge of Allah."
وَمَا وَجَدْنَا لأَكْثَرِهِم مِّنْ عَهْدٍ وَإِن وَجَدْنَآ أَكْثَرَهُمْ لَفَاسِقِينَ,"(We found no (loyalty to any) covenant) the first covenant (in most of them. Nay, most of them) all of them (We found wrong-doers) breakers of covenants."
ثُمَّ بَعَثْنَا مِن بَعْدِهِم مُّوسَىٰ بِآيَٰتِنَآ إِلَىٰ فِرْعَوْنَ وَمَلإِيْهِ فَظَلَمُواْ بِهَا فَٱنْظُرْ كَيْفَ كَانَ عَٰقِبَةُ ٱلْمُفْسِدِينَ,"(Then, after them) after these messengers, (We sent Moses with our) nine (tokens unto Pharaoh and his chiefs) his people, (but they repelled them) they denied the tokens. (Now, see the nature of the consequence for the corrupters) see how destruction was the end result of the idolaters!"
وَقَالَ مُوسَىٰ يٰفِرْعَوْنُ إِنِّي رَسُولٌ مِّن رَّبِّ ٱلْعَالَمِينَ,"(Moses said: O Pharaoh! Lo! I am a messenger from the Lord of the Worlds) to you, but Pharaoh said: "" You are lying! """
حَقِيقٌ عَلَىٰ أَنْ لاَّ أَقُولَ عَلَى ٱللَّهِ إِلاَّ ٱلْحَقَّ قَدْ جِئْتُكُمْ بِبَيِّنَةٍ مِّن رَّبِّكُمْ فَأَرْسِلْ مَعِيَ بَنِيۤ إِسْرَائِيلَ,"Moses said: (Approved upon condition) it is more befitting for me (that I speak concerning Allah nothing but the Truth I come unto you (lords of Egypt) with a clear proof from your Lord. So let the Children of Israel) along with their properties, great and small, (go with me)."
قَالَ إِن كُنتَ جِئْتَ بِآيَةٍ فَأْتِ بِهَآ إِن كُنتَ مِنَ ٱلصَّادِقِينَ,"((Pharaoh) said: If thou comest with a token) with a sign, (then produce it, if you are of those who speak the Truth) and if you are indeed a messenger."
فَأَلْقَىٰ عَصَاهُ فَإِذَا هِيَ ثُعْبَانٌ مُّبِينٌ,"(Then he flung down his staff) the first token (and lo! it was a serpent manifest) a yellow, male serpent: a huge one;"
وَنَزَعَ يَدَهُ فَإِذَا هِيَ بَيْضَآءُ لِلنَّاظِرِينَ,(And he drew forth his hand) from his armpit: (and lo! it was white) shining (for the beholders) who looked at it.
قَالَ ٱلْمَلأُ مِن قَوْمِ فِرْعَوْنَ إِنَّ هَـٰذَا لَسَاحِرٌ عَلِيمٌ,"(The chiefs of Pharaoh's people said: Lo! this is some knowing wizard) who is proficient in wizardry,"
يُرِيدُ أَن يُخْرِجَكُمْ مِّنْ أَرْضِكُمْ فَمَاذَا تَأْمُرُونَ,"(Who would expel you from your land) the land of Egypt. (Now what do ye advise?) Pharaoh said to them: "" What do you advise that we should do concerning this matter? """
قَالُوۤاْ أَرْجِهْ وَأَخَاهُ وَأَرْسِلْ فِي ٱلْمَدَآئِنِ حَاشِرِينَ,"(They said (unto Pharaoh): Put him off (a while) him and his brother) do not kill them (and send into the cities summoners) soldiers,"
يَأْتُوكَ بِكُلِّ سَاحِرٍ عَلِيمٍ,(To bring each knowing wizard) who is proficient in wizardry (unto thee).
وَجَآءَ ٱلسَّحَرَةُ فِرْعَوْنَ قَالْوۤاْ إِنَّ لَنَا لأَجْراً إِن كُنَّا نَحْنُ ٱلْغَالِبِينَ,"(And the wizards) who were 70 in number (came to Pharaoh, saying) to Pharaoh: (Surely there will be a reward for us) you will give us a gift (if we are victors) against Moses."
قَالَ نَعَمْ وَإِنَّكُمْ لَمِنَ ٱلْمُقَرَّبِينَ,"(He answered: Yea) you have that, (and surely ye shall be of those brought near (to me)) in status."
قَالُواْ يٰمُوسَىٰ إِمَّآ أَن تُلْقِيَ وَإِمَّآ أَن نَّكُونَ نَحْنُ ٱلْمُلْقِينَ,(They said: O Moses! Either throw) first (or let us be the first throwers)?
قَالَ أَلْقُوْاْ فَلَمَّآ أَلْقَوْاْ سَحَرُوۤاْ أَعْيُنَ ٱلنَّاسِ وَٱسْتَرْهَبُوهُمْ وَجَآءُوا بِسِحْرٍ عَظِيمٍ,"(He) Moses (said: Throw) first whatever you are going to throw! (And when they threw) 70 staffs and 70 ropes (they cast a spell upon the people's eyes, and overawed them) scared them, (and produced a mighty spell) it is also said that this means: a clear lie."
وَأَوْحَيْنَآ إِلَىٰ مُوسَىٰ أَنْ أَلْقِ عَصَاكَ فَإِذَا هِيَ تَلْقَفُ مَا يَأْفِكُونَ,(And We inspired Moses (saying): Throw thy staff!) and he threw it. (And lo! it swallowed up their lying show) their staffs and ropes.
فَوَقَعَ ٱلْحَقُّ وَبَطَلَ مَا كَانُواْ يَعْمَلُونَ,(Thus was the Truth vindicated) it became clear that Moses was right (and that which they were doing) of sorcery (was made vain) fizzled away.
فَغُلِبُواْ هُنَالِكَ وَٱنقَلَبُواْ صَاغِرِينَ,(Thus were they there defeated) upon which Moses was victorious against them (and brought low) and they were humiliated.
وَأُلْقِيَ ٱلسَّحَرَةُ سَاجِدِينَ,"(And the wizards fell down prostrate) to Allah; it is also said that they prostrated themselves so fast, that it seemed as if they had fallen prostrate,"
قَالُوۤاْ آمَنَّا بِرَبِّ ٱلْعَالَمِينَ,(Crying: We believe in the Lord of the Worlds) Pharaoh said: are you referring to me?
رَبِّ مُوسَىٰ وَهَارُونَ,They said: (The Lord of Moses and Aaron).
قَالَ فِرْعَوْنُ آمَنتُمْ بِهِ قَبْلَ أَن آذَنَ لَكُمْ إِنَّ هَـٰذَا لَمَكْرٌ مَّكَرْتُمُوهُ فِي ٱلْمَدِينَةِ لِتُخْرِجُواْ مِنْهَآ أَهْلَهَا فَسَوْفَ تَعْلَمُونَ,(Pharaoh said: You believe in Him) you believed in the Lord of Moses and Aaron (before I give you leave) before I command you to do so! (Lo! this is the plot that ye have plotted in the city) between you and Moses (that ye may drive its people hence) by means of guile. (But ye shall come to know!)
لأُقَطِّعَنَّ أَيْدِيَكُمْ وَأَرْجُلَكُمْ مِّنْ خِلاَفٍ ثُمَّ لأُصَلِّبَنَّكُمْ أَجْمَعِينَ,(Surely I shall have your hands and feet cut off upon alternate sides) the right hand with the left leg. (Then I shall crucify you every one) on the river bank.
قَالُوۤاْ إِنَّآ إِلَىٰ رَبِّنَا مُنقَلِبُونَ,(They) i.e. the wizards (said: Lo! We are about to return unto our Lord!)
وَمَا تَنقِمُ مِنَّآ إِلاَّ أَنْ آمَنَّا بِآيَاتِ رَبِّنَا لَمَّا جَآءَتْنَا رَبَّنَآ أَفْرِغْ عَلَيْنَا صَبْراً وَتَوَفَّنَا مُسْلِمِينَ,"(Thou takest vengeance on us) you are censuring and punishing us (only forasmuch as we believed the tokens of our Lord when they came unto us. Our Lord! Vouchsafe unto us steadfastness) honour us with steadfastness when we are crucified and mutilated and make it that we do not return to disbelief (and make us die as men who have surrendered (unto Thee)) sincerely, following the religion of Moses."
وَقَالَ ٱلْمَلأُ مِن قَوْمِ فِرْعَونَ أَتَذَرُ مُوسَىٰ وَقَوْمَهُ لِيُفْسِدُواْ فِي ٱلأَرْضِ وَيَذَرَكَ وَآلِهَتَكَ قَالَ سَنُقَتِّلُ أَبْنَآءَهُمْ وَنَسْتَحْيِـي نِسَآءَهُمْ وَإِنَّا فَوْقَهُمْ قَاهِرُونَ,"(The chiefs of Pharaoh's people said: (O King), wilt thou) not kill them and (suffer Moses and his people to make mischief in the land) by changing the religion and worship, (and flout thee) and abandon you (and thy gods) and the worship of your gods; it is also said that this means, according to a different reading: and leave worshipping you as a god? (He) Pharaoh (said: We will slay their sons) their young sons, as we did the first time (and spare) and use (their women) their grown up women, (for lo! we are in power over them) we have dominance and supremacy over them."
قَالَ مُوسَىٰ لِقَوْمِهِ ٱسْتَعِينُوا بِٱللَّهِ وَٱصْبِرُوۤاْ إِنَّ ٱلأَرْضَ لِلَّهِ يُورِثُهَا مَن يَشَآءُ مِنْ عِبَادِهِ وَٱلْعَاقِبَةُ لِلْمُتَّقِينَ,"(And Moses said unto his people: Seek help in Allah and endure) the affliction. (Lo! the earth) the land of Egypt (is Allah's. He giveth it for an inheritance to whom He will. And lo! the sequel) Paradise (is for those who keep their duty (unto Him)) those who ward off disbelief, idolatry and indecencies."
قَالُوۤاْ أُوذِينَا مِن قَبْلِ أَن تَأْتِينَا وَمِن بَعْدِ مَا جِئْتَنَا قَالَ عَسَىٰ رَبُّكُمْ أَن يُهْلِكَ عَدُوَّكُمْ وَيَسْتَخْلِفَكُمْ فِي ٱلأَرْضِ فَيَنظُرَ كَيْفَ تَعْمَلُونَ,"(They said:) O Moses, (We suffered hurt) we were tormented by the killing of our sons, the use of our women and also by working (before thou camest unto us, and since thou hast come unto us) with the message. (He) Moses (said: it may be) the expression 'may be' ['asa] when used in relation to Allah denotes categoricalness (that your Lord is going to destroy your adversary) Pharaoh and by means of drought and hunger (and make you vicegerents in the earth) make you in the inhabitants of the land of Egypt, (that He may see how ye behave) with regard to obeying Him."
وَلَقَدْ أَخَذْنَآ آلَ فِرْعَونَ بِٱلسِّنِينَ وَنَقْصٍ مِّن ٱلثَّمَرَاتِ لَعَلَّهُمْ يَذَّكَّرُونَ,"(And We straitened Pharaoh's folk with famine) and hunger, year after year (and the dearth of fruits) the disappearance of fruits, (that peradventure they might heed) that they might take admonition."
فَإِذَا جَآءَتْهُمُ ٱلْحَسَنَةُ قَالُواْ لَنَا هَـٰذِهِ وَإِن تُصِبْهُمْ سَيِّئَةٌ يَطَّيَّرُواْ بِمُوسَىٰ وَمَن مَّعَهُ أَلاۤ إِنَّمَا طَائِرُهُمْ عِندَ ٱللَّهِ وَلَـٰكِنَّ أَكْثَرَهُمْ لاَ يَعْلَمُونَ,"(But whenever good) land fertility, abundance and comfort (befell them, they said: This is ours) this is our right; (and whenever evil) drought, lack of fruits and hardship (smote them they ascribed it to the evil auspices of Moses and those with him). Allah said: (Surely their evil auspice) their hardship and abundance (was only with Allah. But most of them) all of them (knew not) this nor believed in it."
وَقَالُواْ مَهْمَا تَأْتِنَا بِهِ مِن آيَةٍ لِّتَسْحَرَنَا بِهَا فَمَا نَحْنُ لَكَ بِمُؤْمِنِينَ,"(And they said:) O Moses, whenever and (Whatever portent) sign (thou bringest wherewith to bewitch us) to dazzle our eyes with, (we shall not put faith in thee) we shall not believe in the message, and so Moses (pbuh) prayed against them."
فَأَرْسَلْنَا عَلَيْهِمُ ٱلطُّوفَانَ وَٱلْجَرَادَ وَٱلْقُمَّلَ وَٱلضَّفَادِعَ وَٱلدَّمَ آيَاتٍ مُّفَصَّلاَتٍ فَٱسْتَكْبَرُواْ وَكَانُواْ قَوْماً مُّجْرِمِينَ,"(So We sent them) Allah inflicted upon them (the flood) continuous, uninterrupted rain: day and night, from Saturday to Saturday (and the locusts) He sent on the locust which ate everything that the earth produced: vegetation and fruits (and the vermin) and He also inflicted them with the vermin-crawling creatures without wings-which devoured whatever the locusts left uneaten (and the frogs) and after this He set on them frogs so much so that they harmed them (and the blood) after which He inflicted on them blood such that their wells and rivers filled with blood (a succession of clear signs) of one month interval. (But they were arrogant) and refused to believe (and became guilty) idolaters."
وَلَمَّا وَقَعَ عَلَيْهِمُ ٱلرِّجْزُ قَالُواْ يٰمُوسَىٰ ٱدْعُ لَنَا رَبَّكَ بِمَا عَهِدَ عِندَكَ لَئِن كَشَفْتَ عَنَّا ٱلرِّجْزَ لَنُؤْمِنَنَّ لَكَ وَلَنُرْسِلَنَّ مَعَكَ بَنِيۤ إِسْرَآئِيلَ,"(And when the terror fell on them) whenever a torment fell on them such as the flood, locusts, vermin, frogs and blood (they cried: O Moses! Pray for us unto your Lord) ask your Lord for us, (because He hath a covenant with thee) because of that with which He has commanded you. (If thou removest the terror from us) if you remove the punishment from us (we verily will trust thee) we will believe in you (and will let the Children of Israel go with thee) with all their property."
فَلَماَّ كَشَفْنَا عَنْهُمُ ٱلرِّجْزَ إِلَىٰ أَجَلٍ هُم بَالِغُوهُ إِذَا هُمْ يَنكُثُونَ,"(But when We did remove from them the terror) the punishment (for a term which they must reach) i.e. the drowning, (behold! they broke their covenant) they broke their pledge to Moses."
فَٱنْتَقَمْنَا مِنْهُمْ فَأَغْرَقْنَاهُمْ فِي ٱلْيَمِّ بِأَنَّهُمْ كَذَّبُواْ بِآيَاتِنَا وَكَانُواْ عَنْهَا غَافِلِينَ,(Therefore We took retribution from them) once and for all; (therefore We drowned them in the sea: because they denied Our) nine (revelations and were heedless of them) they were disbelievers in them.
وَأَوْرَثْنَا ٱلْقَوْمَ ٱلَّذِينَ كَانُواْ يُسْتَضْعَفُونَ مَشَارِقَ ٱلأَرْضِ وَمَغَارِبَهَا ٱلَّتِي بَارَكْنَا فِيهَا وَتَمَّتْ كَلِمَةُ رَبِّكَ ٱلْحُسْنَىٰ عَلَىٰ بَنِيۤ إِسْرَآئِيلَ بِمَا صَبَرُواْ وَدَمَّرْنَا مَا كَانَ يَصْنَعُ فِرْعَوْنُ وَقَوْمُهُ وَمَا كَانُواْ يَعْرِشُونَ,"(And We caused the folk who were despised) who were humiliated (to inherit the eastern parts of the land) the land of Jerusalem, Palestine, Jordan and Egypt (and the western parts thereof which We had blessed) part of it with water and trees. (And the fair word of the Lord) to reward them with Paradise or victory (was fulfilled) became incumbent (for the Children of Israel because of their endurance) in the face of affliction; it is also said: for their endurance upon their religion; (and We annihilated) destroyed ((all) that Pharaoh and his folk had done) of castles and townships (and that they had contrived) and that which they had planted of trees and vines; it is also said that this means: that which they had built."
وَجَاوَزْنَا بِبَنِيۤ إِسْرَآئِيلَ ٱلْبَحْرَ فَأَتَوْاْ عَلَىٰ قَوْمٍ يَعْكُفُونَ عَلَىٰ أَصْنَامٍ لَّهُمْ قَالُواْ يٰمُوسَىٰ ٱجْعَلْ لَّنَآ إِلَـٰهاً كَمَا لَهُمْ آلِهَةٌ قَالَ إِنَّكُمْ قَوْمٌ تَجْهَلُونَ,"(And We brought the Children of Israel across the sea, and they came unto a people) called al-Raqim, remnants of the people of Abraham, (who were given up to idols which they had) who worshipped idols. (They said: O Moses! Make for us a god) show us a god to worship (even as they have gods) to worship. (He) Moses (said: Lo! ye are a folk who know not) the command of Allah."
إِنَّ هَـٰؤُلاۤءِ مُتَبَّرٌ مَّا هُمْ فِيهِ وَبَاطِلٌ مَّا كَانُواْ يَعْمَلُونَ,"(Lo! as for these, their way) their idolatry (will be destroyed and all that they are doing) of idolatry (is in vain) is error."
قَالَ أَغَيْرَ ٱللَّهِ أَبْغِيكُمْ إِلَـٰهاً وَهُوَ فَضَّلَكُمْ عَلَى ٱلْعَالَمِينَ,"(He) Moses (said: Shall I seek for you a god other than Allah) shall I command you to worship another lord (when He hath favoured you above (all) creatures) of your time, through surrender unto Him?"
وَإِذْ أَنْجَيْنَاكُمْ مِّنْ آلِ فِرْعَونَ يَسُومُونَكُمْ سُوۤءَ ٱلْعَذَابِ يُقَتِّلُونَ أَبْنَآءَكُمْ وَيَسْتَحْيُونَ نِسَآءَكُمْ وَفِي ذٰلِكُمْ بَلاۤءٌ مِّن رَّبِّكُمْ عَظِيمٌ,"(And (remember) when We did deliver you from Pharaoh's folk) from Pharaoh and his people (who were afflicting you with dreadful torment, slaughtering your sons) your little sons (and sparing) and using (your women) your grown up women. (That) your deliverance (was a tremendous trial) blessing (from your Lord) it is also said that this means: there is in His punishment a tremendous test."
وَوَاعَدْنَا مُوسَىٰ ثَلاَثِينَ لَيْلَةً وَأَتْمَمْنَاهَا بِعَشْرٍ فَتَمَّ مِيقَاتُ رَبِّهِ أَرْبَعِينَ لَيْلَةً وَقَالَ مُوسَىٰ لأَخِيهِ هَارُونَ ٱخْلُفْنِي فِي قَوْمِي وَأَصْلِحْ وَلاَ تَتَّبِعْ سَبِيلَ ٱلْمُفْسِدِينَ,"(And when We did appoint for Moses) to spend in the mountain (thirty nights (of solitude)) the month of the Dhu'l-Qa'dah, (and added to them ten) days from the month of Dhu'l-Hijjah, (and he completed the whole time appointed by his Lord of forty nights) as he promised; (and Moses said unto his brother: Take my place) be my deputy (among the people. Do right) enjoin them to do right, (and follow not the way of mischief-makers) by committing transgressions."
وَلَمَّا جَآءَ مُوسَىٰ لِمِيقَاتِنَا وَكَلَّمَهُ رَبُّهُ قَالَ رَبِّ أَرِنِيۤ أَنظُرْ إِلَيْكَ قَالَ لَن تَرَانِي وَلَـٰكِنِ انْظُرْ إِلَى الْجَبَلِ فَإِنِ اسْتَقَرَّ مَكَانَهُ فَسَوْفَ تَرَانِي فَلَمَّا تَجَلَّىٰ رَبُّهُ لِلْجَبَلِ جَعَلَهُ دَكّاً وَخَرَّ موسَىٰ صَعِقاً فَلَمَّآ أَفَاقَ قَالَ سُبْحَانَكَ تُبْتُ إِلَيْكَ وَأَنَاْ أَوَّلُ ٱلْمُؤْمِنِينَ,"(And when Moses came to Our appointed tryst) in Midian (and his Lord had spoken unto him, he said: My Lord! Show me (Thy self)) he wished to see Allah, (that I may gaze upon Thee. He) Allah (said: Thou wilt not see Me) you will not be able to see me in the life of this world, O Moses, (but gaze upon the mountain) the highest mountain in Midian! (If it stand still in its place) if the mountain stands still when seeing Me, (then thou wilt see Me) then may be you will see Me. (And when his Lord revealed (His) glory to the mountain) to Mount Zubayr (He sent it crashing down. And Moses fell down senseless) he passed out. (And when he woke) from his fainting (he said: Glory unto Thee!) he glorified His Lord (I turn unto Thee repentant) from asking to see You, (and I am the first of (true) believers) that you will not be seen in the life of this world."
قَالَ يٰمُوسَىٰ إِنِّي ٱصْطَفَيْتُكَ عَلَى ٱلنَّاسِ بِرِسَالاَتِي وَبِكَلاَمِي فَخُذْ مَآ آتَيْتُكَ وَكُنْ مِّنَ ٱلشَّاكِرِينَ,"(He said: O Moses! I have preferred thee above mankind) above the Children of Israel (by My messages and by My speaking (unto thee). So hold that which I have given thee) act upon that which I have given you, (and be among the thankful) that I chose to speak to you from among all people."
وَكَتَبْنَا لَهُ فِي ٱلأَلْوَاحِ مِن كُلِّ شَيْءٍ مَّوْعِظَةً وَتَفْصِيلاً لِّكُلِّ شَيْءٍ فَخُذْهَا بِقُوَّةٍ وَأْمُرْ قَوْمَكَ يَأْخُذُواْ بِأَحْسَنِهَا سَأُوْرِيكُمْ دَارَ ٱلْفَاسِقِينَ,"(And We wrote for him, upon the tablets, the lesson) the prohibition (to be drawn from all things and the explanation of all things) of the lawful and the unlawful, commands and prohibitions, (then (bade him): Hold it fast) act upon it seriously and diligently; (and command your people (saying): Take the better (course made clear) therein) act upon that which is unambiguous and believe in that which is ambiguous. (I shall show thee the abode of evil-livers) the abode of the transgressors which is hell; it is also said that this refers to Iraq, just as it is said that it refers to Egypt."
سَأَصْرِفُ عَنْ آيَاتِي ٱلَّذِينَ يَتَكَبَّرُونَ فِي ٱلأَرْضِ بِغَيْرِ ٱلْحَقِّ وَإِن يَرَوْاْ كُلَّ آيَةٍ لاَّ يُؤْمِنُواْ بِهَا وَإِن يَرَوْاْ سَبِيلَ ٱلرُّشْدِ لاَ يَتَّخِذُوهُ سَبِيلاً وَإِن يَرَوْاْ سَبِيلَ ٱلْغَيِّ يَتَّخِذُوهُ سَبِيلاً ذٰلِكَ بِأَنَّهُمْ كَذَّبُواْ بِآيَاتِنَا وَكَانُواْ عَنْهَا غَافِلِينَ,"(I shall turn away from My revelations) from believing in My revelations (those who magnify themselves wrongfully) without any right (in the earth) it is also said that this means: I will show you, O Muhammad, the abode of evil-doers: the abode of Badr, and it is said that this is the abode of Mecca, (and if they) i.e. Pharaoh and his folk; it is also said that it refers to Abu Jahl and his folk (see each token believe it not, and if they see the way of righteousness) the way of Islam and goodness (choose it not for (their) way) they would not consider it a way, (and if they see the way of error) the way of disbelief and idolatry (choose it for (their) way) they would consider it a way. (That is because they deny Our revelations) Our Scripture and Messenger (and are used to disregard them) disbelieving in them."
وَٱلَّذِينَ كَذَّبُواْ بِآيَاتِنَا وَلِقَآءِ ٱلآخِرَةِ حَبِطَتْ أَعْمَالُهُمْ هَلْ يُجْزَوْنَ إِلاَّ مَا كَانُواْ يَعْمَلُونَ,"(Those who deny Our revelations) those who disbelieve in Our Scripture and Messenger (and the meeting of the Hereafter) and disbelieve in resurrection after death, (their works are fruitless) their good deeds are nullified due to their idolatry. (Are they requited) that which they are requited of in the Hereafter (aught save what they used to do) and say of evil in the life of this world?"
وَٱتَّخَذَ قَوْمُ مُوسَىٰ مِن بَعْدِهِ مِنْ حُلِيِّهِمْ عِجْلاً جَسَداً لَّهُ خُوَارٌ أَلَمْ يَرَوْاْ أَنَّهُ لاَ يُكَلِّمُهُمْ وَلاَ يَهْدِيهِمْ سَبِيلاً ٱتَّخَذُوهُ وَكَانُواْ ظَالِمِينَ,"(And the folk of Moses, after (he had left them)) to go in retreat in the mountain, (chose) made (a calf (for worship), (made) out of their ornaments, of saffron hue) of their gold, (which gave a lowing sound) a sound that the Samiri made for them. (Saw they not) did the people of Moses not know (that it spake not unto them) i.e. the calf (nor guided them to any way? They chose it) they worshipped the calf out of ignorance, (and became wrong-doers) and they harmed themselves by worshipping it."
وَلَمَّا سُقِطَ فِيۤ أَيْدِيهِمْ وَرَأَوْاْ أَنَّهُمْ قَدْ ضَلُّواْ قَالُواْ لَئِن لَّمْ يَرْحَمْنَا رَبُّنَا وَيَغْفِرْ لَنَا لَنَكُونَنَّ مِنَ ٱلْخَاسِرِينَ,"(And when they feared the consequences thereof) and when they regretted having worshipped the calf (and saw) and knew and were certain (that they had gone astray) from the Truth and guidance, (they said: Unless our Lord have mercy on us and forgive us) and hence torment us, (we verily are of the lost) by receiving the punishment."
وَلَمَّا رَجَعَ مُوسَىٰ إِلَىٰ قَوْمِهِ غَضْبَٰنَ أَسِفاً قَالَ بِئْسَمَا خَلَفْتُمُونِي مِن بَعْدِيۤ أَعَجِلْتُمْ أَمْرَ رَبِّكُمْ وَأَلْقَى ٱلأَلْوَاحَ وَأَخَذَ بِرَأْسِ أَخِيهِ يَجُرُّهُ إِلَيْهِ قَالَ ٱبْنَ أُمَّ إِنَّ ٱلْقَوْمَ ٱسْتَضْعَفُونِي وَكَادُواْ يَقْتُلُونَنِي فَلاَ تُشْمِتْ بِيَ ٱلأَعْدَآءَ وَلاَ تَجْعَلْنِي مَعَ ٱلْقَوْمِ ٱلظَّٰلِمِينَ,"(And when Moses returned unto his people, angry and grieved) when he heard the voice of sedition, (he said: Evil is that (course) which ye took after I had left you) evil is what you did by worshipping the calf after I went to the mountain. (Would ye hasten on the judgement of your Lord) would you hasten by worshipping the calf the promise of your Lord? (And he cast down the tablets) from his hand and two of them were broken, (and he seized his brother by the head) i.e. by Aaron's hair, (dragging him towards him. He) Aaron (said: Son of my mother!) they were full brothers, but he mentioned their mother so that Moses might be gentle with him (Lo! the folk did judge me weak) humiliated me (and almost killed me) due to my opposition. (Oh, make not mine enemies to triumph over me) make not the enemy, the folk of the calf, spite me (and place me not among the evil-doers!) do not harm me because of the folk of the calf."
قَالَ رَبِّ ٱغْفِرْ لِي وَلأَخِي وَأَدْخِلْنَا فِي رَحْمَتِكَ وَأَنتَ أَرْحَمُ ٱلرَّاحِمِينَ,"(He) Moses (said: My Lord! Have mercy on me) because of what I did to Aaron (and on my brother) Aaron because he did not fight them; (bring us into Thy mercy) in Your Garden, (Thou the Most Merciful of all who show mercy) towards us."
إِنَّ ٱلَّذِينَ ٱتَّخَذُواْ ٱلْعِجْلَ سَيَنَالُهُمْ غَضَبٌ مِّن رَّبِّهِمْ وَذِلَّةٌ فِي ٱلْحَياةِ ٱلدُّنْيَا وَكَذَلِكَ نَجْزِي ٱلْمُفْتَرِينَ,"(Lo! those who chose) worshipped (the calf) and whoever emulates them, (terror) wrath (from their Lord and humiliation) through the imposition of the capitation tax (will come upon them in the life of the world. Thus do We requite those who invent a lie) against Allah."
وَٱلَّذِينَ عَمِلُواْ ٱلسَّيِّئَاتِ ثُمَّ تَابُواْ مِن بَعْدِهَا وَآمَنُوۤاْ إِنَّ رَبَّكَ مِن بَعْدِهَا لَغَفُورٌ رَّحِيمٌ,"(But those who do ill deeds) while ascribing partners to Allah (and afterward repent) after their idolatry; it is also said that this means: after committing transgressions (and believe) profess Allah's divine Oneness and believe in Allah (lo! for them, afterward) after repentance and accepting faith, (your Lord) O Moses; and it is also said: O Muhammad (is Forgiving) He overlooks sins, (Merciful)."
وَلَماَّ سَكَتَ عَن مُّوسَى ٱلْغَضَبُ أَخَذَ ٱلأَلْوَاحَ وَفِي نُسْخَتِهَا هُدًى وَرَحْمَةٌ لِّلَّذِينَ هُمْ لِرَبِّهِمْ يَرْهَبُونَ,"(Then, when the anger of Moses abated, he took up the tablets, and in their inscription) in what remained in them; it is also said: in what was returned to him of the two tablets (there was guidance) from error (and mercy) preventing from torment (for all those who fear their Lord)."
